##name	The Internet Dictionary
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##author	Bill Earles
##email	mrbill@oh-no.com
##description	Commonly used Internet terms and definitions
##browsingEnabled	
##bgl_creationTime	2000/08/01, 12:58
##bgl_middleUpdated	2000/08/02, 08:56
8EAF66FD.bmp	File: 8EAF66FD.bmp
port number|port address	(or port address) To ensure that each server application responds only to requests and communications from appropriate clients, each server is assigned a port address. If IP addresses are like street addresses, then ports can be thought of as apartment or suite numbers. <a href="bword://port number - More">More...</A>
port number - More	<B>Common IP Port Numbers</B><BR><BR><B>20</B> - FTP (File Transfer Protocol)<BR><B>21</B> - FTP (File Transfer Protocol)<BR><B>23</B> - Telnet<BR><B>25</B> - SMTP (Simple Mail Transfer Protocol)<BR><B>53</B> - DNS (Domain Name Server)<BR><B>70</B> - Gopher<BR><B>80</B> - HTTP (Hypertext Transfer Protocol)<BR><B>107</B>- Remote Telnet Service<BR><B>109</B>- POP2 (Post Office Protocol version 2)<BR><B>110</B>- POP3 (Post Office Protocol version 3)<BR><B>119</B>- NNTP (Network News Transfer Protocol)<BR><B>137</B>- WINS (Windows Internet Naming Service)<BR><B>143</B>- IMAP4 (Interactive Mail Access Protocol 4)<BR><B>194</B>- IRC (Internet Relay Chat)<BR><B>220</B>- IMAP3 (Interactive Mail Access Protocol 3)<BR><B>389</B>- LDAP (Lightweight Directory Access Protocol)<BR><B>443</B>- SYSLOG<BR><B>514</B>- HTTPS (HTTP running over secure sockets)<BR><B>540</B>- UUCP (UNIX to UNIX Copy)
PPP|Point to Point Protocol	<I>(Point-to-Point Protocol)</I>. One way computers can communicate with each other over the Internet (compare "<A href="bword://SLIP">SLIP</A> "). PPP connections let you communicate directly with other computers on the network using <A href="bword://TCP/IP">TCP/IP</A> connections.
protocol	An established method of exchanging data over the Internet. The "must follow" regulations that govern the transmission and receipt of information across a data communications link. Languages that computers use to talk to each other. A set of standards that assures that different network products can work together. Any product using a given protocol should work with any other product using the same protocol.  Examples of Internet protocols include:  telnet, email, news and world wide web.
QuickTime	A type of video and sound playback format for computers. Developed by Apple Computer, the use of QuickTime has become so widespread that it has become a video standard.
Real Audio	A software application that lets you hear sound (as it occurs) over the Web.
referrer	(or referring page) URL of an HTML page that refers visitors to another web site.
relevance feedback	Documents retrieved in a search that are used to further refine the search.
RFC|Request for Comments	(Request for Comments) The documents that contain the standards and other information for the <A href="bword://TCP/IP">TCP/IP</A> protocols and the Internet in general. They can be found at several sites through <A href="bword://anonymous FTP">anonymous FTP</A> .
routing	The process of locating the most efficient or effective pathway through a network to a destination computer. Routing is commonly handled by the network or communication software.
RSA	<I>(<B>R</B>ivest, <B>S</B>hamir, <B>A</B>dleman Public Key Encryption)</I> A patented public key (also called dual-key or asymmetric) data encryption scheme that can provide both encryption and authentication.<BR>(Rivest
script	Also known as calling script. A record of keystrokes and commands that can be played back in order to automate routing tasks, such as logging on to an online service.
search engine	A <A href="bword://WWW">WWW</A> site that serves as an index to other sites on the Web. Some of the more popular search engines are &quotStarting Point", &quotYahoo", and &quotLycos". Search engines are relatively easy to use. Normally, they contain references to common subject areas that you can <I>point-and-click</I> to connect to other links, that connect to other links, and so on. They also give you the opportunity to type in <I>key words</I> (by themselves, or in combination) to begin a search. Click <A href="http://www.yahoo.com/government/U_S__states/oregon">here</A> for an example of how a search works.
server	A computer (or service) that provides information or a service to other computers on a network.
Service Provider|ISP|Internet Service Provider	(or Internet Service Provider, ISP) A business that provides connections to a part of the Internet.
shareware	Software that is sold by individuals or companies for a nominal fee (compare "freeware"). Typically the software is downloaded and tried out before buying and registering it.
shell account	An entry-level Internet access account. Instead of linking your computer directly to the Internet, you use your modem to dial in to an Internet-connect host computer operated by an Internet service provider (ISP).
signature	A 3- or 4-line message, used to identify the sender of an e-mail message or Usenet article, that appears at the end of either communication. Signatures longer than 5 lines are generally frowned upon, and should be avoided).
SLIP|Serial Line Internet Protocol	<I>(Serial Line Internet Protocol).</I> One way computers can communicate with each other over the Internet (compare "<A href="bword://PPP">PPP</A> "). SLIP connections let you communicate directly with other computers on the network using TCP/IP connections.
SMTP|Simple Mail Transfer Protocol	<I>(Simple Mail Transfer Protocol).</I> Set of explicit steps that must be used by one Internet computer to connect to another computer to transmit a message to its next stop. The standard protocol on the Internet for transferring electronic mail messages.
spam	Term used to describe the process of flooding the Internet with unsolicited eMail.  Not considered good etiquette.
spider	An automated program which searches the internet.
SQL|Structured Query Language	<I>(Structured Query Language)</I> Pronounce it &quotsee-quell" (not &quotS - Q - L") if you want any respect from programmers. A standardized language that is used to define and manipulate data in a database server. SQL is a standardized query language for requesting information from a database. The original version called SEQUEL (structured English query language) was designed by an IBM research center in 1974 and 1975. Oracle Corporation first introduced SQL as a commercial database system in 1979. SQL is used to extract specified data from a relational database.
SRI	A research institute, based in California, that runs the Network Information Systems Center.
SSI	(Server-Side Includes)
SSL|Secure Socket Layer	(<I>Secure Socket Layer</I>) An open protocol for securing data communications across computer networks. The broad support for this protocol will promote interoperability between products from many organizations and will speed the growth of electronic commerce on the Internet and private TCP/IP networks.
suffix	The three digit suffix of a domain can be used to identify the type of organization.<BR><BR>Possible &quotSuffixes" are: <BR><BR>.com = Commercial <BR>.edu = Educational <BR>.int = International <BR>.gov = Government <BR>.mil = Military <BR>.net = Network <BR>.org = Organization <BR>
switched access	A network connection that can be created and eliminated as necessary.
T-1, T-3 line|T 1 line|T 3 line	High-speed digital lines that provide data communication speeds of 1.544 megabits (T-1) and 45 megabits (T-3) per second. Compare <A href="bword://56K line">56K</A> and <A href="bword://ISDN">ISDN</A> lines.
TCP/IP	<I>(Transmission Control Protocol/Internet Protocol).</I> A set of protocols used on the Internet. This includes SLIP and PPP. A language governing communication between all computers on the Internet. TCP/IP is a set of instructions that dictates how <A href="bword://packet">packets</A> of information are sent across multiple networks. Also included is a built-in error-checking capability.
Telnet	A program that lets you log onto a remote computer. Also, the name of the program implementing the protocol.
terminal emulation	A technique in which one computer imitates a terminal while communicating with another computer, such as a mainframe, by using special software.
thrash or thrashing|thrash|thrashing	To move wildly or violently, without accomplishing anything useful. Paging or swapping systems that are overloaded waste most of their time moving data into and out of core (rather than performing useful computation) and are therefore said to &quotthrash". Thrashing can also occur in a cache due to cache conflict or in a multiprocessor. Someone who keeps changing his mind (especially about what to work on next) is said to be thrashing. A person frantically trying to execute too many tasks at once (and not spending enough time on any single task) may also be described as thrashing.
thread	A message and its responses in a newsgroup. Together, threads form a conversation of sorts as people add responses, or they may start a new message, which, in turn, will have its own "thread" of responses.
timeout	What occurs when one computer fails to respond to another within a predetermined interval during a conversation.
tn3270	A version of Telnet software that allows connection to IBM mainframes by emulating the widely used IBM 3270 family of terminals.
token ring	One of several combinations of electrical, packet-format, and procedural specifications used for transmitting information over a medium.
UDP	(User <A href="bword://datagram">Datagram</A> Protocol) Another of the protocols on which the Internet is based.
Unix	A computer operating system, originally developed at AT&amp;T Bell Laboratories, that is compatible with a wide range of computer systems. Ultrix, Solaris, AIX, HP/UX, BSD, Linux, and SystemV are among its numerous descendants.
upload	To send or transmit a file from one computer to another via modem (compare "download").
URL|Uniform Resource Locator	<I>(Uniform Resource Locator)</I>. A Web site's address. Examples are: http://www.netscape.com (Netscape's homepage), and http://www.oh-no.com (<A href="http://www.oh-no.com/index.html">Mr. Bill's World!</A> ).
Usenet	Refers mostly to the newsgroups, but also to e-mail. Usenet travels on the Internet, but also over modems and satellites.
user session	Commonly called a <I>visit</I>. All time spent on a web site (and all activity performed) by an individual user. By industry standard, a user session is terminated when a user is inactive on the site for more than 30 minutes.
username, user-id|user id|username	An address that designates a personal account on a large computer. For example, <A href="http://mrbill@oh-no.com">mrbill@oh-no.com</A> , where mrbill is the user-id.
UUCP	(Unix-to-Unix Copy) Originally, a program that ran under the Unix operating system and allowed one Unix system to send files to another via dial-up phone lines. At present, the term generally is applied to the large international network that uses the UUCP protocol to pass news and electronic mail.
Uuencoding	A common Internet formatting standard for encoding files attached to electronic mail messages. See also MIME, Multipurpose Internet Mail Extensions.
V.32	A <A href="bword://CCITT V series">CCITT V series</A> standard used by fax modems for half- or full-duplex transmission at speeds up to 9600bps over point-to-point leased circuits. This standard is worldwide.
V.32bis	A CCITT V series standard for modems transmitting at speeds up to 14,400 bps over leased or dial-up lines. This standard is worldwide.
V.34	A CCITT V series standard for full-duplex transmission at speeds up to 28,800bps. Modems adhering to this standard automatically adjust their speed to compensate for the quality of the phone line. This standard is worldwide.
V.42	A CCITT V series standard for regulating error-detection for high-speed modems. Modems conforming to this standard can be used over digital telephone networks, as opposed to the standard analog telephone networks. This standard is worldwide.
V.42bis	A CCITT V series standard for data compression that lets modems reach data transfer speeds of up to 34,000bps. This standard is worldwide.
Veronica	<I>(Very Easy Rodent-Oriented Netwide Index to Computer Archives).</I> A program that lets users search "Gopherspace" by keyword.
VMS	The native operating system of Digital Equipment Corporation's VAX computers.
VR	Virtual Reality.
VRM|Visitor Relationship Management	<I>(Visitor Relationship Management)</I>.  Compare <A href="bword://CRM">CRM</A> .
VT100	The DEC terminal (actually, the terminal's operating parameters and command set) generally used to define the option of "standard computer terminal". Countless other terminals, as well as PC telecommunications programs, can emulate the VT100.
W3C	(World Wide Web Consortium). <A href="http://www.w3.org/">(http://www.w3.org/)</A>
WAIS|Wide Area Information Servers	<I>(Wide Area Information Servers).</I> An Internet multimedia search-and-retrieve tool offering more than 500 databases. WAIS (pronounced &quotways") lets users look through the full text of the document.
Web browser	A software application (either text-based or graphical) that lets you browse the world wide web (WWW). Examples are: Spry Mosaic, Netscape Navigator, and Microsoft Internet Explorer.
Web server	A program that serves up Web pages upon request.
Winsock application	Any program designed for use with Windows sockets.
WWW	<I>(The World Wide Web)</I>. One of several features of the Internet. This is the place that people are raving about. It contains colorful graphics, video, sound bites, <A href="bword://Real Audio">real audio</A> , and much, much more. The World Wide Web (also known as WWW, W3, or the Web) is fast becoming the predominant tool for accessing and storing information on the Internet. Like <A href="bword://Gopher">gopher</A> , it is a menu-based system. Unlike gopher, menu items are actually hypertext links which allow the user to jump among menu pages, directories, files, and documents, and other Internet (FTP, gopher, and Telnet) sites.
x2 technology	x2 TM is a transmission scheme developed by U.S. Robotics that is capable of achieving line speeds of up to 56 Kbps. This technology can take advantage of compression schemes such as V.42 bis, to further increase throughput.
Xenix	Microsoft Corporation's version of the <A href="bword://Unix">Unix</A> operating system.
Xmodem	A popular file-transfer protocol developed in 1977 by Ward Christiansen. The protocol works by sending blocks of data in 128-byte blocks from PC to PC. Included with this data is an error-detection system called a checksum. When the data is received, the error detection system ensures that the entire message reached its destination. If not, the receiving computer sends a request for retransmission of the data. Compare with <A href="bword://Ymodem">Ymodem</A> , <A href="bword://Zmodem">Zmodem</A> .
Ymodem	A file-transfer protocol similar to the enhanced 1K version of Xmodem. Ymodem also allows multiple file transmission, performs cyclical redundancy checks <A href="bword://CRC">(CRC)</A> , and can reduce the file transfer size to compensate for a poor connection. Compare to <A href="bword://Xmodem">Xmodem</A> , <A href="bword://Zmodem">Zmodem</A> .
Z39.50	A US-based protocol (with international <A href="bword://OSI">OSI</A> counterparts) that allows stress-free information exchange (i.e., full-text or catalog requests) between dissimilar computer systems.
Zmodem	A file-transfer protocol that uses cyclical redundancy check <A href="bword://CRC">(CRC)</A> to detect errors. It is designed to transfer large files. Compare to <A href="bword://Xmodem">Xmodem</A> , <A href="bword://Ymodem">Ymodem</A> .
