##name	Josh's Network Glossary
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##author	Josh Simon
##email	jss@clock.org
##description	Terms and definitions for networking and systems administration,including common telco abbreviations and acronym expansions.
##browsingEnabled	
##bgl_creationTime	2000/06/15, 08:33
##bgl_middleUpdated	2000/07/30, 15:06
8EAF66FD.bmp	File: 8EAF66FD.bmp
Dynamic Host Configuration Protocol (DHCP)|dynamic-host-configuration-protocol	A superset of the <A href="bword://Boot Protocol (BOOTP)">Boot Protocol (BOOTP) </A>which offers greater flexibility for IP address allocation. It provides the standard BOOTP-like method as well as automatic (long-term) or dynamic (short-term) allocation of IP addresses from a pool of available addresses.
Dynamic Invocation Interface (DII)|dynamic-invocation-interface	Used by a client to dynamically build a request to be sent to a server.
e-mail|email	See <A href="bword://mail">mail </A>.
EGP	See <A href="bword://External Gateway Protocol (EGP)">External Gateway Protocol (EGP) </A>.
EIF	See <A href="bword://Event Integration Facility (EIF)">Event Integration Facility (EIF) </A>.
electronic mail	See <A href="bword://mail">mail </A>.
EMX	See <A href="bword://Enterprise Mail Exchange (EMX)">Enterprise Mail Exchange (EMX) </A>.
end user	See <A href="bword://user">user </A>.
Enterprise Mail Exchange (EMX)|enterprise-mail-exchange	A product by SoftSwitch, Inc., that acts as a protocol converter for electronic mail between the Unix/<A href="bword://Simple Mail Transfer Protocol (SMTP)">SMTP </A>, <A href="bword://International Business Machines (IBM)">IBM </A>3090/<a href="bword://Distribution Office Support Systems (DISOSS)">DISSOS </A>
ergonomics	The study of the problems of people in adjusting their environment to themselves.
ESMTP	See <A href="bword://Extended Simple Mail Transfer Protocol (ESMTP)">Extended Simple Mail Transfer Protocol (ESMTP) </A>.
Event Integration Facility (EIF)|event-integration-facility	Defines and forwards management events from existing applications to the Enterprise Console, and provides facilities to process the events.
exception	An indication that some event of particular interest has occurred, such as an error in a procedure, an authorization failure or any other unanticipated event. Generally, an indication that a request was not performed successfully.
Extended Simple Mail Transfer Protocol (ESMTP)|extended-simple-mail-transfer-protocol	Extensions to the <A href="bword://Simple Mail Transfer Protocol">Simple Mail Transfer Protocol </A>, defined in <A href="http://ftp.isi.edu/in-notes/rfc1869.txt">RFC 1869 </A>, that allow for additional features.
eXternal Data Representation (XDR)|external-data-representation	A <A href="http://ftp.isi.edu/in-notes/rfc1832.txt">standard format (RFC 1832) </A>for the common representation of data between diverse platforms.
external firewall	A firewall between a company and the outside world (Internet). Certain data (for example, mail and news) can flow unimpeded, but interactive sessions or scripts cannot affect data in either inbound or outbound directions. See also <A href="bword://firewall">firewall </A>, <A HREF="bword://internet">internet</A>, <A href="bword://Unix to Unix Copy (UUCP)">Unix to Unix Copy (UUCP) </A>.
External Gateway Protocol (EGP)|external-gateway-protocol	A protocol, defined in <A href="http://ftp.isi.edu/in-notes/rfc904.txt">RFC 904 </A>, that defines how a router should interact with external networks.
fast file system (FFS)|fast-file-system	The first major revision to the Unix file system, providing faster read access and faster (delayed, asynchronous) write access through a disk cache and better file system layout on disk. See also <A href="bword://file system">file system </A>.
FAT	See <A href="bword://File Allocation Table (FAT)">File Allocation Table (FAT) </A>.
FC	See <A href="bword://Fiber Channel (FC)">Fiber Channel (FC) </A>.
FDDI	See <A href="bword://Fiber Distributed Data Interface (FDDI)">Fiber Distributed Data Interface (FDDI) </A>.
FECN	See <A href="bword://Forward Explicit Congestion Notification (FECN)">Forward Explicit Congestion Notification (FECN) </A>.
FFS	See <A href="bword://fast file system (FFS)">fast file system (FFS) </A>.
Fiber Channel (FC)|fiber-channel	A high-speed networking standard for disks whose underlying medium is fiber optics.
Fiber Distributed Data Interface (FDDI)|fiber-distributed-data-interface	A high-speed networking standard (<A href="http://ftp.isi.edu/in-notes/rfc1285.txt">RFC 1285 </A>and <A href="http://ftp.isi.edu/in-notes/rfc1512.txt">RFC 1512 </A>) whose underlying medium is fiber optics. The topology is dual-attached, counter-rotating Token Ring.
field-replacable unit (FRU)|field-replacable-unit	A hardware component that can be replaced in the field, as opposed to at the factory.
File Allocation Table (FAT)|file-allocation-table	A table that the operating system on a personal computer uses to locate files on a disk. Due to fragmentation, a file may be divided into many sections that are scattered around the disk. The FAT keeps track of all these pieces. See also <A href="bword://superblock">superblock </A>.
file system	A hierarchical structure of data on one or more disks or partitions. The actual structural details depend on the file system type. See <A href="bword://Andrew File System (AFS)">Andrew File System (AFS) </A>, <A href="bword://Common Internet File System (CIFS)">Common Internet File System (CIFS) </A>, <A href="bword://distributed file system (DFS)">distributed file system (DFS) </A>, <A href="bword://Fast File System (FFS)">Fast File System (FFS) </A>, <A href="bword://Hierarchical File System (HFS)">Hierarchical File System (HFS) </A>, <A href="bword://Institutional File System (IFS)">Institutional File System (IFS) </A>, <A href="bword://Network File System (NFS)">Network File System (NFS) </A>, and <A href="bword://Unix File System (UFS)">Unix File System (UFS) </A>.
File Transfer Protocol (FTP)|file-transfer-protocol	A <A href="bword://Transmission Control Protocol (TCP)">TCP </A>/<A href="bword://Internet Protocol (IP)">IP </A><A href="http://ftp.isi.edu/in-notes/rfc959.txt">protocol (RFC 959) </A>specifying the transfer of text or binary files across the network.
firewall	A logical or physical discontinuity in a network to prevent unauthorized access to data or resources. See also <A href="bword://external firewall">external firewall </A>.
Forward Explicit Congestion Notification (FECN)|forward-explicit-congestion-notification	A bit in the <A href="bword://Frame Relay">Frame Relay </A>header that is set when the network router has detected congestion in the destination direction (or &quotforeward," from the packet's point of view). See also <A href="bword://Backward Explicit Congestion Notification (BECN)">Backward Explicit Congestion Notification (BECN) </A>.
FQDN	See <A href="bword://fully qualified domain name (FQDN)">fully qualified domain name (FQDN) </A>.
frag	A partial block of data on disk (fragment). Typically there are 8 frags per block. The smallest frag is equal to a <A href="bword://sector">sector </A>.
fragmentation	Storing files noncontiguously on a disk. Fragmentation increases the time it takes to read a file since the disk has to rotate more and the disk read heads have to seek more.
frame relay	A low-level network transport similar to <A href="bword://Asynchronous Transfer Mode (ATM)">Asynchronous Transfer Mode (ATM) </A>wherein frames or packets are relayed from one <A href="bword://switch">switch </A>to another.
framework	(Security.) Describes the interrelationships between different parts of a program or organization.
free list	A list of unallocated blocks and inodes kept in the superblock.
FRU	See <A href="bword://field-replacable unit (FRU)">field-replacable unit (FRU) </A>.
FTP	See <A href="bword://File Transfer Protocol (FTP)">File Transfer Protocol (FTP) </A>.
fully qualified domain name (FQDN)|fully-qualified-domain-name	A host specification including the entire <A href="bword://domain">domain </A>structure complete to the <A href="bword://top-level domains (TLD) ">top-level domain </A>(.com, .edu, .mil, and so on), in <I>host.site.domain.name</I> format.
gadget	A dialog control that presents application output in some form and provides a way for an application to receive administrator input.
gadget library	Object-oriented abstractions for manipulating dialogs.
gateway	See <A href="bword://router">router </A>.
GID	See <A href="bword://group ID (GID)">group ID (GID) </A>.
GIF	See <A href="bword://Graphics Interchange Format (GIF)">Graphics Interchange Format (GIF) </A>.
glue record	A record in <A href="bword://Domain Name Service (DNS)">DNS </A>to provide the IP addresses for a subdomain specified as self-responsible via a previous <A href="bword://DNS record types">NS </A>record.
graft	Add a branch to a multipoint router network when a site on that branch subscribes to or asks to join a <A href="bword://multicast">multicast </A> call.
graphical user interface (GUI)|graphical-user-interface	A screen-based (as opposed to a line-based) interface between the user and an application.
Graphics Interchange Format (GIF)|graphics-interchange-format	A graphics format pioneered by CompuServe that has a maximum of 256 colors, interlacing, and transparency (one color can be defined as transparent, allowing the background color to be visible); one of the most common graphics formats on the <A href="bword://World Wide Web (WWW)">World Wide Web (WWW) </A>. See also <A href="bword://Joint Photographic Experts Group (JPEG)">Joint Photographic Experts Group (JPEG) </A>.
group alias	A mail alias for a group of people; a mailing list. Consists of the group alias or mailing list, a request alias for submission and resignation requests, and an owner alias for problems.
group ID (GID)|group-id	A numeric value for the user account's group permissions.
GUI	See <A href="bword://graphical user interface (GUI)">graphical user interface (GUI) </A>.
guidelines	(Security.) Recommended actions to follow in implementing the current <A href="bword://policy">policy </A>. Guidelines should always be considered in the context of the best business practices. Guidelines change with the bank computer environment. Adherence to guidelines is advisable but
H&H|h-and-h|h-h	See <A href="bword://Hoot & Holler (H&H)">Hoot &amp; Holler (H&ampH) </A>.
hacker	One who uses a computer beyond its original design to accomplish a task. See also <A href="bword://cracker">cracker </A>.
header	The first five bytes of an <A href="bword://Asynchronous Transfer Mode (ATM)">ATM </A><A href="bword://cell">cell </A>, containing information on flow control, virtual path and channel, payload type, cell urgency, and a header-only checksum.
HFS	See <A href="bword://Hierarchical File System (HFS)">Hierarchical File System (HFS) </A>.
Hierarchical File System (HFS)|hierarchical-file-system	(General) A structured, hierarchical <A href="bword://file system">file system </A>, such as the <A href="bword://fast file system (FFS)">fast file system (FFS) </A>or the <A href="bword://Unix File System (UFS)">Unix File System (UFS) </A>.<BR>(Specific) The hierarchical file system used on the Macintosh system in MacOS 6 through MacOS 9. Deprecated in MacOS X.
High Performance Peripheral Interface (HiPPI)|high-performance-peripheral-interface	A high-speed (800Mb/sec or 1.6Gb/sec, depending on the width) network interface connection, typically to one or more mainframes or supercomputers.
High Speed Serial Interface (HSSI)|high-speed-serial-interface	A serial interface that runs on high speeds.
HINFO record	See <A href="bword://DNS record types">DNS record types, HINFO record </A>.
HiPPI	See <A href="bword://High Performance Peripheral Interface (HiPPI)">High Performance Peripheral Interface (HiPPI) </A>.
Hoot & Holler (H&H)|hoot-&-holler|hoot-and-holler|hoot-holler	A dedicated point-to-point voice facility between international offices of a trading facility.
hop	A direct path from one node to another, with a hop count of 1. See <A href="bword://hop count">hop count </A>.
hop count	A measure of distance between two nodes in an internet. A hop count of <I>n</I> means there are <I>n-1</I> gateways between the source and the destination nodes.
host	A computer, router, or workstation which may or may not be on a network.
host alias	A nickname for a host, such as "chimailhost" for the machine in Chicago that handles mail.
host part	The host-specific portion of a <A href="bword://Classless Internet Domain Routing (CIDR)">CIDR </A>address. The host part identifies the specific interface on a host.
hot spare	A disk partition reserved for use in a stripe or mirror metadevice; in case an existing partition fails use a hot spare to recover data in place with no downtime and no data loss. See also <A href="bword://Disk Suite">Disk Suite </A>.
HSSI	See <A href="bword://High Speed Serial Interface (HSSI)">High Speed Serial Interface (HSSI) </A>.
HTML	See <A href="bword://HyperText Markup Language (HTML)">HyperText Markup Language (HTML) </A>.
HTTP	See <A href="bword://HyperText Transport Protocol (HTTP)">HyperText Transport Protocol (HTTP) </A>.
hub	Network hardware than centralizes a number of network terminal or workstation connections in a single area.
human engineering	See <A href="bword://ergonomics">ergonomics </A>.
hypertext	A method of presenting information where selected words in online text can be "expanded" into more information.
HyperText Markup Language (HTML)|hypertext-markup-language	A subset of the US government's <A href="bword://Standardized General Markup Language (SGML)">Standardized General Markup Language (SGML) </A>, HTML is the underlying base of the <A href="bword://World Wide Web (WWW)">World Wide Web (WWW) </A>. Even though SGML has a static definition, HTML is expandable because SGML defines a process for extending its subsets of tags. Defined in <A href="http://ftp.isi.edu/in-notes/rfc1866.txt">RFC 1866 </A>.
HyperText Transport Protocol (HTTP)|hypertext-transport-protocol	The protocol in the <A href="bword://Internet Protocol (IP)">Internet Protocol (IP) </A>family used to transport hypertext documents across an internet. Defined in <A href="http://ftp.isi.edu/in-notes/rfc1945.txt">RFC 1945 (v1.0) </A>and <a href="http://ftp.isi.edu/in-notes/rfc2616.txt">RFC 2616 (v1.1) </A>
IAB	See <A href="bword://Internet Advisory Board (IAB)">Internet Advisory Board (IAB) </A>.
IANA	See <A href="bword://Internet Assigned Numbers Authority (IANA)">Internet Assigned Numbers Authority (IANA) </A>.
IBM	See <A href="bword://International Business Machines (IBM)">International Business Machines (IBM) </A>.
ICMP	See <A href="bword://Internet Control Message Protocol (ICMP)">Internet Control Message Protocol (ICMP) </A>.
icon	A visual representation of an object including a set of operations for the object.
IDE	See <A href="bword://Integrated Disk Electronics (IDE)">Integrated Disk Electronics (IDE) </A>.
IDL	See <A href="bword://Interface Definition Language (IDL)">Interface Definition Language (IDL) </A>.
IDP	See <A href="bword://Internetwork Datagram Protocol (IDP)">Internetwork Datagram Protocol (IDP) </A>.
IETF	See <A href="bword://Internet Engineering Task Force (IETF)">Internet Engineering Task Force (IETF) </A>.
IFS	See <A href="bword://Institutional File System (IFS)">Institutional File System (IFS) </A>.
IGMP	See <A href="bword://Internet Group Management Protocol (IGMP)">Internet Group Management Protocol (IGMP) </A>.
IGP	See <A href="bword://Internet Gateway Protocol (IGP)">Internet Gateway Protocol (IGP) </A>.
IM	See <A href="bword://Instance Manager (IM)">Instance Manager (IM) </A>.
IMAP	See <A href="bword://Internet Mail Access Protocol (IMAP)">Internet Mail Access Protocol (IMAP) </A>.
Independent Software Vendor (ISV)|independent-software-vendor	A company that sells software that was originally created or manufactured by a different company.
individual alias	A mail alias for an individual user.
infinite loop	See <A href="bword://recursion">recursion </A>.
inode	Pointer to a data block or another inode.
instance	A particular object of an object type.
Instance Manager (IM)|instance-manager	Provides the fundamental operations that support the management of multiple instances of an object type.
Institutional File System (IFS)|institutional-file-system	A specific instance of a <A href="bword://distributed file system (DFS)">distributed file system (DFS) </A>, based on the <A href="bword://AFS">Andrew File System (AFS) </A>developed at <A href="bword://Carnegie-Mellon University (CMU)">CMU </A>, allowing multiple <A href="bword://file system">file systems </A>to be shared between organizations and treated, at the user interface level, as one giant file system. Modified by <A href="http://Interantional Business Machines (IBM)">IBM </A>and in use at <A href="http://www.umich.edu/">The University of Michigan </A>.
Integrated Disk Electronics (IDE)|integrated-disk-electronics	Also known as <A href="bword://Advanced Technology Adapter (ATA)">Advanced Technology Adapter (ATA) </A>, an interface for mass storage devices, in which the controller is integrated into the disk or CD-ROM drive.
Integrated Services Digital Network (ISDN)|integrated-services-digital-network	Combines voice and digital network services in a single medium. Defined in <A href="http://ftp.isi.edu/in-notes/rfc2127.txt">RFC 2127 </A>.
Inter-Object Message (IOM)|inter-object-message	A service providing a connection-oriented bidirectional link between methods of different objects that is independent of the object services layer and the operating system.
Inter-Process Communication (IPC)|inter-process-communication	A structured means of communication between multiple processes on a single machine. See also <A href="bword://Remote Procedure Call (RPC)">Remote Procedure Call (RPC) </A>.
interface	A description of a set of possible operations that a client may request of an object. A listing of the operations and attributes that an object provided.
Interface Definition Language (IDL)|interface-definition-language	<A href="bword://Object Management Group (OMG)">OMG </A><A href="bword://Common Object Request Broker Architecture (CORBA)">CORBA </A>specification providing a standard language for defining the interfaces to objects that clients call and object implementations provide.
internal firewall	A firewall between two or more subnets within a company. See also <A href="bword://firewall">firewall </A>.
International Business Machines (IBM)|international-business-machine	One of the major mainframe computer manufacturers, as well as a personal computer designer. Manufacturer of many mainframes.
International Standards Organization (ISO)|international-standards-organization	An organization responsible for determining standards, including standards on computer hardware and protocols.
International Telecommunications Union (ITU)|international-telecommunications-union	The committee that defines telecommunications standards, like <A href="bword://Asynchronous Transfer Mode (ATM)">Asynchronous Transfer Mode (ATM) </A>and <A href="bword://Integrated Services Digital Network (ISDN)">Integrated Services Digital Network (ISDN) </A>. The new name for the <A href="bword://International Telegraph and Telephone Consultative Committee (CCITT)">International Telegraph and Telephone Consultative Committee (CCITT) </A>.
International Telegraph and Telephone Consultative Committee (CCITT)|international-telegraph-and-telephone-consultative-committee	The committee that defines telecommunications standards. Now known as the <A href="bword://International Telecommunications Union (ITU)">International Telecommunications Union (ITU) </A>.
internet	A large meta-network of machines and other networks that exchange data such as electronic mail and news. When used with a capital I (&quotInternet") it refers to the specific worldwide network built upon the DARPA networks, the NSFnet, and other regional and national networks. When used with a small i (&quotinternet") it refers to any large network of computers. See also <A href="bword://Local Area Network (LAN)">Local Area Network (LAN) </A>, <A href="bword://network">network </A>, <A href="bword://Wide Area Network (WAN)">Wide Area Network (WAN) </A>.
Internet Advisory Board (IAB)|internet-advisory-board	The organization tasked with maintaining and expanding the standards of the Internet. Among their responsibilities are the Internet <A href="bword://Request for Comments (RFC)">Requests for Comment (RFC) </A>, that <A href="http://ftp.isi.edu/in-notes/rfc1160.txt">propose and define new standards </A>.
Internet Assigned Numbers Authority (IANA)|internet-assigned-numbers-authority	The organization responsible for matching unique numerical addresses (IP addresses) to computer names for the Internet. Their web site is at <A href="http://www.iana.org/">http://www.iana.org/ </A>. See also <A href="bword://Domain Name Service (DNS)">Domain Naming Service (DNS) </A>, <A href="bword://Internet">Internet </A>, <A href="bword://Internet Protocol">Internet Protocol </A>, <A href="bword://IP family">IP family </A>.
Internet Control Message Protocol (ICMP)|internet-control-message-protocol	A message-passing <A href="http://ftp.isi.edu/in-notes/rfc792.txt">protocol </A>that defines the control of IP packets.
Internet Engineering Task Force (IETF)|internet-engineering-task-force	One of the committees that steers new engineering developments for the Internet. Such developments include the <A href="bword://Dynamic Host Configuration Protocol (DHCP)">Dynamic Host Configuration Protocol (DHCP) </A>and the next version(s) of the Internet Protocol, <A href="bword://Internet Protocol version 6 (IPv6)">IPNG or IPv6 </A>.
Internet Gateway Protocol (IGP)|internet-gateway-protocol	A protocol used to communicate routing information between Internet routers.
Internet Group Management Protocol (IGMP)|internet-group-management-protocol	A protocol used to form and dissolve groups on the MBONE.
Internet Mail Access Protocol (IMAP)|internet-mail-access-protocol	A protocol that defines how a client should fetch mail from and return mail to a mail server. IMAP is intended as a replacement for or extension to the <A href="bword://Post Office Protocol (POP)">Post Office Protocol (POP) </A>. It is defined in <A href="http://ftp.isi.edu/in-notes/rfc1203.txt">RFC 1203 (v3) </A>and <A href="http://ftp.isi.edu/in-notes/rfc2060.txt">RFC 2060 (v4) </A>.
Internet Protocol (IP)|internet-protocol|ip	The internetwork datagram delivery protocol that is central to the Internet protocol family. Currently at <A href="http://ftp.isi.edu/in-notes/rfc791.txt">version 4 (RFC 791) </A>, a new version is forthcoming from the <A href="bword://Internet Engineering Task Force (IETF)">Internet Engineering Task Force (IETF) </A>known as either IPNG (for <A href="http://ftp.isi.edu/in-notes/rfc1752.txt">&quotNext Generation" </A>) or <A href="bword://Internet Protocol version 6 (IPv6)">IPv6 </A>(for <A href="http://ftp.isi.edu/in-notes/rfc2460.txt">version 6 </A>). See also <a href="bword://IP family">IP family </A>.
Internet Protocol Next Generation (IPNG)|internet-protocol-next-generation	See <A href="bword://Internet Protocol version 6 (IPv6)">Internet Protocol version 6 (IPv6) </A>.
Internet Protocol version 6 (IPv6)|internet-protocol-version-6	Also known as IP Next Generation (IPNG), the next generation of the Internet Protocol. Reserves a larger address space and several new configuration and security options to fix shortcomings that the current version of IP (v4), created in the 1960s, doesn't address. See also <A href="bword://Internet Protocol (IP)">Internet Protocol (IP) </A>.
Internet Service Provider (ISP)|internet-service-provider	A company that provides a connection to the Internet, such as UUNET Technologies.
Internetwork Datagram Protocol (IDP)|internetwork-datagram-protocol	Part of the <A href="bword://Xerox Network Systems (XNS)">Xerox Network System (XNS) </A>developed at Xerox PARC. Used as the basis for the <A href="bword://Internetwork Packet Exchange (IPX)">Internetwork Packet Exchange (IPX) </A>.
Internetwork Packet Exchange (IPX)|internetwork-packet-exchange	A network protocol developed by Novell for its Netware product. It will hopefully be obsoleted by <A href="bword://Internet Protocol (IP)">IP </A>in the moderate-term future. Provides datagram (unreliable) delivery. See also <A href="bword://Internetwork Datagram Protocol (IDP)">Internetwork Datagram Protocol (IDP) </A>, <A href="bword://User Datagram Protocol (UDP)">User Datagram Protocol (UDP) </A>.
InterNIC	The organization that administers the <A href="bword://big six">big six </A><A href="bword://top-level domains">top-level domains </A>.
IOM	See <A href="bword://Inter-Object Message (IOM)">Inter-Object Message (IOM) </A>.
IP	See <A href="bword://Internet Protocol (IP)">Internet Protocol (IP) </A>.
IP family	The Internet Protocol (IP) family consists of many different protocols, including: <BR>- Address Resolution Protocol (ARP)--See <A href="bword://Address Resolution Protocol (ARP)">Address Resolution Protocol (ARP) </A>.<BR>- Internet Control Message Protocol (ICMP)--See <A href="bword://Internet Control Message Protocol (ICMP)">Internet Control Message Protocol (ICMP) </A>.<BR>- Internet Protocol (IP)--See <A href="bword://Internet Protocol (IP)">Internet Protocol (IP) </A>.<BR>- Transmission Control Protocol (TCP)--See <A href="bword://Transmission Control Protocol (TCP)">Transmission Control Protocol (TCP) </A>.<BR>- User Datagram Protocol (UDP)--See <A href="bword://User Datagram Protocol (UDP)">User Datagram Protocol (UDP) </A>.
IPC	See <A href="bword://Inter-Process Communication (IPC)">Inter-Process Communication (IPC) </A>.
IPNG	See <A href="bword://Internet Protocol Next Generation (IPNG)">Internet Protocol Next Generation (IPNG) </A>.
IPv6	See <A href="bword://Internet Protocol version 6 (IPv6)">Internet Protocol version 6 (IPv6) </A>.
IPX	See <A href="bword://Internetwork Packet Exchange (IPX)">Internetwork Packet Exchange (IPX) </A>.
ISDN	See <A href="bword://Integrated Services Digital Network (ISDN)">Integrated Services Digital Network (ISDN) </A>.
ISDN Signalling Link (ISL)|isdn-signalling-link	A hybrid of CAS and CCS; basic signalling (such as &quotoff-hook") is transmitted in-band (CAS style), and enhanced information (such as caller ID) is transmitted out-of-band (CCS style). See also <A href="bword://Channel Associated Signalling (CAS)">Channel Associated Signalling (CAS) </A>, <A href="bword://Common Channel Signalling (CCS)">Common Channel Signalling (CCS) </A>.
ISL	See <A href="bword://ISDN Signalling Link (ISL)">ISDN Signalling Link (ISL) </A>.
ISO	See <A href="bword://International Standards Organization (ISO)">International Standards Organization (ISO) </A>.
ISP	See <A href="bword://Internet Service Provider (ISP)">Internet Service Provider (ISP) </A>.
ISV	See <A href="bword://Independent Software Vendor (ISV)">Independent Software Vendor (ISV) </A>.
ITU	See <a href="bword://International Telecommunications Union (ITU)">International Telecommunications Union (ITU) </A>.
Job	An administrator-defined activity that performs a specific duty; a set of tasks with a pre-selected set of managed node subscribers.
Joint Photographic Experts Group (JPEG)|joint-photographic-experts-group	A group of photographic experts who, finding the <a href="bword://Graphics Interchange Format (GIF)">Graphics Interchange Format (GIF) </A>format too limiting for true quality static video, developed their own. Also referred to as JPEG (or<BR>JPG for those systems with only a three-character extension), this format provides for thousands of colors but no interlacing or transparency.
JPEG	See <a href="bword://Joint Photographic Experts Group (JPEG)">Joint Photographic Experts Group (JPEG) </A>.<BR>
JPG	See <a href="bword://Joint Photographic Experts Group (JPEG)">Joint Photographic Experts Group (JPEG) </A>.<BR>
Kerberos	A <a href="http://ftp.isi.edu/in-notes/rfc1510.txt">network authentication service </A>developed at <a href="bword://Massachusetts Institute of Technology">MIT </A>that uses <a href="bword://Data Encryption Standard (DES)">DES </A>for open network computing environments.<BR>
kernel	The base component of a program that is always in memory; the <a href="bword://operating system">operating system </A>.
label	Part of a <A href="bword://DNS record types">DNS </A><A href="bword://domain">domain </A>name, corresponding to a component within a <A href="bword://fully-qualified domain name (FQDN)">fully-qualified domain name (FQDN) </A>.
LAN	See <A href="bword://Local Area Network (LAN)">Local Area Network (LAN) </A>.
LBO	See <A href="bword://line buildout (LBO)">line buildout (LBO) </A>.
LDAP	See <A href="bword://Lightweight Directory Access Protocol (LDAP)">Lightweight Directory Access Protocol (LDAP) </A>.
LED	See <A href="bword://Light Emitting Diode (LED)">Light Emitting Diode (LED) </A>.
legacy method	A method developed by some means other than the current version of <A href="bword://Advanced Development Environment (ADE)">ADE </A>; for example, a C program, a shell script or other non-<A href="bword://Common Object Request Broker Architecture (CORBA)">CORBA </A>-compatible routine.
library object (LO)|library-object	A common source of information about the known types of <A href="bword://object">objects </A>. There is one library object per <A href="bword://Tivoli Management Region (TMR)">TMR </A>.
Library Object Adapter (LOA)|library-object-adapter	Library routines which provide an interface to <A href="bword://Object Request Broker (ORB)">ORB </A>services that is convenient for the <A href="bword://library object">library object </A>implementation.
Light Emitting Diode (LED)|light-emitting-diode	A diode, or two-state device, that emits light in one state ("on") and does not emit light in the other ("off"). LEDs are used to indicate problems or diagnostic codes.
Lightweight Directory Access Protocol (LDAP)|lightweight-directory-access-protocol	A protocol (defined in <A href="http://ftp.isi.edu/in-notes/rfc1777.txt">RFC 1777 </A>and <A href="http://ftp.isi.edu/in-notes/rfc2251.txt">RFC 2251 </A>) for user information suitable for address books or phone books, based on the <A href="bword://OSI">OSI </A><A href="http://X.500">X.500 </A>standard.
line buildout (LBO)|line-buildout	Engineering or designing the interface between two telecommunications devices, such as <A href="bword://Private Branch eXchange (PBX)">Private Branch eXchanges (PBX) </A>.
LO	See <A href="bword://library object (LO)">library object (LO) </A>.
LOA	See <A href="bword://Library Object Adapter (LOA)">Library Object Adapter (LOA) </A>.
Local Area Network (LAN)|local-area-network	A network of machines generally limited to a local area, such as one or more floors of a building, or nearby buildings. See also <A href="bword://network">network </A>, <A href="bword://Wide Area Network (WAN)">Wide Area Network (WAN) </A>.
Local Support Center (LSC)|local-support-center	A regional or local support center, containing one or more personnel, responsible for local hands-on support of network-related equipment.
lookup	Looking up an <A href="bword://Internet Protocol">IP </A>address from its name in <A href="bword://Domain Name Service (DNS)">DNS </A>. See also <A href="bword://reverse lookup ">reverse lookup </A>.
LSC	See <A href="bword://Local Support Center (LSC)">Local Support Center (LSC) </A>.
m4	A suite of macro-processing utilities for simplifying administration of system files that are different on different hosts (such as /etc/printcap).
MAC	See <A href="bword://Media Access Control (MAC)">Media Access Control (MAC) </A>.
mail	A message to one or more users or groups sent over the computer. Mail can include other documents as attachments. Mail can traverse multiple machines and networks. See also <A href="bword://attachment">attachment </A>, <A href="bword://Multipurpose Internet Mail Extensions (MIME)">Multipurpose Internet Mail Extensions (MIME) </A>, <A href="bword://NeXTMail">NeXTMail </A>, <A href="bword://Simple Mail Transfer Protocol (SMTP)">Simple Mail Transfer Protocol (SMTP) </A>.
mail address	An <A href="http://ftp.isi.edu/in-notes/rfc822.txt">RFC 822 </A>compliant address in one of the following forms: <BR>- Firstname Lastname &ltuser@site.domain.name&gt;<BR>- user@site.domain.name (Firstname Lastname) See also <A href="bword://Request For Comments (RFC)">RFC </A>.
mail alias	An alias used for electronic mail. See <A href="bword://alias">alias </A>.
Maker Interchange Format (MIF)|maker-interchange-format	An all-<A href="bword://ASCII">ASCII </A>representation of a document for FrameMaker. It is possible for scripts to generate MIF format files for importing into FrameMaker. In addition, the MIF format allows documents to be moved to previous versions of the program or to different platforms.
MAN	See <A href="bword://Metropolitan Area Network (MAN)">Metropolitan Area Network (MAN) </A>.
managed node	An object that represents a machine; a managed machine interface that is generic across all platforms.
managed resource	A specific instance of a resource type that has a default policy defined in the <A href="bword://policy">policy </A>region.
Management Information Base (MIB)|management-information-base	A collection of data objects that can be accessed via a network management protocol such as <A href="bword://Simple Network Management Protocol (SNMP)">Simple Network Management Protocol (SNMP) </A>. General information can be found in <A href="http://ftp.isi.edu/in-notes/rfc1156.txt">RFC 1156 </A>.
map	A system database, such as the password or hosts maps, in the <A href="bword://Network Information Service (NIS)">Network Information Service (NIS) </A>.
MARS	See <A href="bword://Multicast Address Resolution Server (MARS)">Multicast Address Resolution Server (MARS) </A>.
Massachusetts Institute of Technology (MIT)|massachusetts-institute-of-technology	The source of a number of widely-used computer programs, including <A href="bword://Kerberos">Kerberos </A>and the X Window System.
master	The primary NetInfo server in a domain or subdomain. See <A href="bword://NetInfo">NetInfo </A>. The primary NIS server in a domain. See <A href="bword://Network Information Service (NIS)">Network Information Service (NIS) </A>.
maximum transfer unit (MTU)|maximum-transfer-unit	The largest <A href="bword://packet">packet </A>size that a network interface is configured to accept.
MBONE	The <A href="bword://multicast">multicast </A>network overlaid atop the global <A href="bword://Internet">Internet </A>.
MDist	See <A href="bword://Multiplexed Distribution (MDist)">Multiplexed Distribution (MDist) </A>.
