##name	Terms and symbols used in pharmacology
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_middleUpdated	2000/11/21, 07:57
##author	Edward W. Pelikan, M.D.
##description	Glossary of terms and symbols used in pharmacology\nCopyright 1995 -98 by Trustees of Boston University. All rights reserved.
##browsingEnabled	
##bgl_creationTime	2000/11/09, 12:16
8EAF66FD.bmp	File: 8EAF66FD.bmp
Cross-Over Experiment|Cross Over Experiment|CrossOver Experiment	A form of experiment in which each subject receives the test preparation at least once, and every test preparation is administered to every subject. At successive experimental sessions each preparation is "crossed-over" from one subject to another. The purpose of the cross-over experiment is to permit the effects of every preparation to be studied in every subject, and to permit the data for each preparation to be similarly and equally affected by the peculiarities of each subject. In a well-designed cross-over experiment, if it is at all possible, the sequence in which the test preparations are administered is not the same for all subjects, in order to avoid bias in the experiment as a result of changes in the behavior of the subjects that are a function of time rather than of drug administration, or a function of drug interactions. At least, the cross-over design permits detecting such biases when they occur. The preparations under test in a cross-over experiment may - ideally, should - include one or more doses, of an experimental or "unknown" drug, one or more doses of a dummy or placebo medication ("negative control drugs"), and one or more doses of a standard drug, the actions of which are expected to be similar to those of the "unknown" ("positive control drug"). Even for the investigator with the best knowledge and intentions, the economics and logistics of experimentation may prevent carrying out a complete and perfect cross-over experiment.<BR>Cf. <a href="bword://Bioassay">Bioassay</A> , <a href="bword://Positive Control Drug">Positive Control Drug</A>, <a href="bword://Blind Experiment">Blind Experiment</A><BR>
Css	<B> Css </B>- The concentration of a drug or chemical in a body fluid - usually plasma - at the time a "steady state" has been achieved, and rates of drug administration and drug elimination are equal. Css is a value<BR>approached as a limit and is achieved, theoretically, following the last of an infinite number of equal doses given at equal intervals. The maximum value under such conditions (Css,max) is given by Css,max = C0/(1 -f), for a drug eliminated by first-order kinetics from a single compartment system. The ratio Css,max/C0 indicates the extent to which drug accumulates under the conditions of a particular dose regimen of, theoretically, an infinitely long duration; the corresponding ratio 1/(1 - f) is sometimes called the Accumulation Ratio, R. Css is also the limit achieved, theoretically, at the "end" of an infusion of infinite duration, at a constant rate.<BR><BR>Cf. <a href="bword://Multiple Dose Regimens">Multiple Dose Regimen</A> , <a href="bword://Infusion Kinetics">Infusion Kinetics</A> , <a href="bword://First-Order Kinetics">First-Order Kinetics</A>
CT Index|CT	A measure of drug "potency" calculated from data appropriate to the construction of a Time-Concentration curve; the product of the concentration (C) of an agent applied to a biological system to produce a specific effect and the duration (T) of application required to produce the effect. The index is calculated on the assumption that the time-concentration curve is precisely and symmetrically hyperbolic and convex to the origin, and that the products of the coordinates for all points on the line are constant. The time-concentration curve of an agent with high potentiality for producing a specified effect lies closer to the axis than the curve for an agent of lesser potential; the CT index for the agent of greater potential is smaller than the index for the agent of lesser potential, i.e., the smaller the CT index, the more "potent" the compound. CT indices have found their greatest application in toxicology, in assessing the potential for effect of noxious vapors, etc.<BR> Cf. <A HREF="bword://Time - Concentration Curve">Time-Concentration Curve</A>, <A HREF="bword://Potency">Potency</A>, <A HREF="bword://Dose - Effect Curve">Dose-Effect Curve</A>, <A HREF="bword://Latent Period">Latent Period</A> </A><BR>
D	Dose (q.v.); also the "maintenance doses" administered after a loading dose (q.v.)
D*	<A HREF="bword://Loading Dose">Loading Dose</A> (q.v.)
Dependence	A somatic state which develops after chronic administration of certain drugs; this state is characterized by the necessity to continue administration of the drug in order to avoid the appearance of uncomfortable or dangerous (withdrawal) symptoms. Withdrawal symptoms, when they occur, may be relieved by the administration of the drug upon which the body was "dependent."<BR>Cf. <A href="bword://Addiction">Addiction</A> , <A href="bword://Habituation">Habituation</A>
Disintegration Time|Disintegration	The time required for a tablet to break up into granules of specified size (or smaller), under carefully specified test conditions. The conditions of the laboratory test, <I>in vitro</I>, are set to simulate those which obtain <I>in vivo</I>. Factors such as the kind and amount of tablet binders and the degree of compression used in compacting the tablet ingredients help determine disintegration time. The active ingredients in a disintegrated tablet are not necessarily found to be in solution and available for absorption. A long disintegration time is incompatible with rapid drug absorption; a short disintegration time, by itself, does not ensure rapid absorption.<BR> Cf. <A HREF="bword://Dissolution Time">Dissolution Time</A>, <A HREF="bword://Generic Drugs">Generic Drugs</A>, <A HREF="bword://Biopharmaceutics">Biopharmaceutics</A>
Dissolution Time|Dissolution|Physiological Availability	The time required for a given amount (or fraction) of drug to be released into solution from a solid dosage form. Dissolution time is measured <I>in vitro</I>, under conditions which simulate those which occur <I>in vivo</I>, in experiments in which the amount of drug in solution is determined as a function of time. Needless to say, the availability of a drug in solution - rather than as part of insoluble particulate matter - is a necessary preliminary to the drug's absorption.<BR>Cf. <A HREF="bword://Disintegration Time">Disintegration Time</A> , Physiological Availability, <A HREF="bword://Generic Drug">Generic Drug</A> , <A HREF="bword://Biopharmaceutics">Biopharmaceutics</A>
Distribution	See <A HREF="bword://Volume of Distribution">Volume of Distribution</A>, <A HREF="bword://Pharmacokinetics">Pharmacokinetics</A>
Dosage Form|Dosage	The physical state in which a drug is dispensed for use. For example: a frequent dosage form of procaine is a sterile solution of procaine. The most frequent dosage form of aspirin is a tablet.
Dose	The quantity of drug, or dosage form, administered to a subject at a given time; for example, the usual dose of aspirin for relief of pain in an adult is 300-600 milligrams. Dose may be expressed in terms appropriate to a specific dosage form, i.e., one teaspoonful of a liquid medication, rather than the weight of drug in the teaspoonful. Dose may be described as an <I>absolute dose</I>(the total amount administered to a subject) or as a <I>relative dose</I> (relative to some property of the subject as body weight or surface area, mgm/kg, or mgm/m<sup>2</sup>).<BR> Cf. <A HREF="bword://Dosage">Dosage</A>, <A HREF="bword://Multiple Dose Regimens">Multiple Dose Regimens</A>
Dose-Duration Curve	The curve describing the relationship between dose (as the independent variable) and duration of drug effect (as the dependent variable, T). The slope of the curve is always positive, in contrast to the slope of the time-concentration curve (q.v.). There has been increased interest in the dose-duration curve as a useful measure of drug action since Levy's demonstration that the constants describing the straight log dose-duration curve of a drug can be used to infer pharmacokinetic and pharmacodynamic properties of the drug. (Clin. Pharmacol. &amp; Therap. 7: 362, 1966).<BR><BR>Cf. <a href="bword://Dose-effect curve">Dose-effect curve</A>, <a href="bword://Time-Concentration Curve">Time-Concentration Curve</A>, <a href="bword://Pharmacokinetics">Pharmacokinetics</A>
Dose-Effect Curve	A characteristic, even the sine qua non, of a true drug effect is that a larger dose produces a greater effect than does a smaller dose, up to the limit to which the cells affected can respond. While<BR>characteristic of a drug effect, this relationship is not unique to active drugs, since increasing doses of placebos (q.v.) can, under certain conditions, result in increasing effects. Distinguishing between "true"<BR>and "inactive" drugs requires more than demonstration of a relationship between "dose" and effect. <BR><BR>The curve relating effect (as the dependent variable) to dose (as the independent variable) for a drug-cell system is the "dose-effect curve" for the system. For a unique system, i.e., one involving a<BR>single drug and a single effect, such curves have three characteristics, regardless of whether effects are measured as continuous (measurement) or discontinuous (quantal, all-or-none) variates: <BR><BR><B>1.</B>The curves are continuous, i.e. there are no gaps in the curve and effect is a continuous function of dose. Some effect corresponds to every dose above the threshold dose (q.v.), and every dose has a corresponding effect; there is no inherent invalidity in interpolating doses or effects from a dose-effect curve. <BR><B>2.</B>The curves are "monotonic". The curve may have a positive slope, or a negative slope, but not both if the system under study is unique. The slope of the curve may show varying degrees of positivity (negativity), but the sign of the slope stays the same throughout the range of testable doses. When monotonicity of a dose-effect curve does not obtain, one may infer that the system under study is not unique or singular: either more than one active agent or more than one effect is under study. <BR><B>3.</B>The curves approach some maximum value as an asymptote, and the asymptote is a measure of the intrinsic activity (q.v.) of the drug in the system.<BR><BR>Cf. <a href="bword://Bioassay">Bioassay</A>, <a href="bword://Median Effective Dose">Median Effective Dose</A>, <a href="bword://Time-Concentration Curve">Time-Concentration Curve</A>, <a href="bword://Dose-Duration Curve">Dose-Duration Curve</A>, <a href="bword://Metameter">Metameter</A>
Drug	A chemical used in the diagnosis, treatment, or prevention of disease. More generally, a chemical, which, in a solution of sufficient concentration, will modify the behavior of cells exposed to the solution. Drugs produce only quantitative changes in the behavior of cells; i.e., drugs increase or decrease the magnitude, frequency, of duration of the normal activities of cells. Drugs used in therapy never produce qualitative changes in cell behavior short of producing death of the cell, e.g., a nerve cell cannot be made to contract or a muscle cell cannot be made to secrete saliva by use of a drug. The degree to which this point of view will be modified by the discovery and development of agents which can cause mutations of cells remains to be seen.
Drug Abuse|Drug	Use or misuse of a drug under conditions, or to an extent, considered "more destructive than constructive for society and the individual." More specifically, the use of drugs for their effects chiefly on the central nervous system, to an extent and/or at a frequency and/or for a duration of time that is inimical to the welfare of the user and/or the total of social groups in which she/he lives. The abuse potential of a drug depends on its capacity to induce compulsive drug-seeking behavior in the user, its capacity to induce acute and chronic toxic effects (and to permit occurrence of associated diseases), and upon social attitudes toward the drug, its use, and its effects.<BR> Cf. <A HREF="bword://Drug Dependence">Drug Dependence</A>, <A HREF="bword://Addiction">Addiction</A>, <A HREF="bword://Habituation">Habituation</A>, <A HREF="bword://Harrison Act">Harrison Act</A>
Drug Dependence|Drug	"Drug Dependence" has been recommended as a term to be substituted for such words as "addiction" and "habituation " since it is frequently difficult to classify specific agents as being only addictive, habituating, or non-addicting or non-habituating. It has been suggested that the general term be used and modified, appropriately, in specific instances, e.g., drug dependence of the barbiturate type. <BR> Cf. <A HREF="bword://Addiction">Addiction</A>, <A HREF="bword://Habituation">Habituation</A>, <A HREF="bword://Drug Abuse">Drug Abuse</A>, <A HREF="bword://Harrison Act">Harrison Act</A>
Dummy	"A counterfeit object;" a form of treatment - as in an experimental investigation of drug effects - which is intended to have no effects, to be biologically inert. The dummy treatment should mimic in every way (dosage form, route of administration, etc.) the purportedly active ingredient upon which the effectiveness of the active treatment is expected to depend. In contrast to a dummy, a placebo is <I>expected</I> to have an effect through the agency of "suggestion" or other psychological mechanisms, even though the effects of placebos may be psychological or physical. Dummies may, of course, have the effects of placebos, but it is useful to be aware of the difference expected to exist between the two. <BR>According to Gaddum, dummies have two functions: 1) to distinguish between drug effects in a subject and other effects, such as those of suggestion: obviously, an experiment might properly incorporate both a dummy and a placebo. 2) to obtain an unbiased assessment of the result of a pharmacologic experiment. (See Gaddum, J.H., <I>Proc. Roy. Soc. Med. 47:</I> 195, 1954).<BR>Cf. <A HREF="bword://Placebo">Placebo</A> , <A HREF="bword://Negative Control Drug">Negative Control Drug</A> , <A href="bword://Cross-Over Experiment">Cross-Over Experiment</A>
ED50	See <A HREF="bword://Median Effective Dose">Median Effective Dose.</A>
Effective	Under the Kefauver-Harris Drug Amendments of 1962 (amending the Food, Drug, and Cosmetic Act of 1938), a drug is considered to be effective that has been designated as such by the Food and Drug Administration on the basis of "substantial evidence." Such evidence was defined by Congress as "... adequate and well-controlled investigations, including clinical investigations, by experts qualified by scientific training and experience to evaluate the effectiveness of the drug involved."<BR>Cf. <A HREF="bword://Food and Drug Administration">Food and Drug Administration</A> , <A href="bword://U.S.P.">U.S.P.</A>
Efficacy	See <A HREF="bword://Effective">Effective.</A>
Elimination Rate Constant|Elimination Rate	See <A href="bword://kel">kel</A> (kel)
Equipotent	Equally potent, or equally capable of producing a pharmacologic effect of a specified intensity. The masses of the drugs required to produce this degree of effect may be compared, quantitatively, to yield estimates of "potency" of the drugs. Obviously, if two drugs are not both capable of producing an effect of a given intensity, they cannot be compared with respect to potency; i.e., drugs with different intrinsic activities or ceiling effects cannot be compared with respect to potency in doses close to those producing the ceiling effect of the drug with the greater intrinsic activity. <BR>Cf. <A HREF="bword://Potency">Potency</A> , <A HREF="bword://Intrinsic Activity">Intrinsic Activity</A> ,Toxicity
Equivalence	In 1969, a federal Task Force on Prescription Drugs recommended that the words "generic equivalents" no longer be used in describing and comparing drug preparations. The Task Force recommended that an appropriate nomenclature should take into account three kinds of equivalence of drug preparations:<BR><B>Chemical Equivalents</B>: <BR>Those multiple-source drug products which contain essentially identical amounts of the identical active ingredients, in identical dosage forms, and which meet existing physicochemical standards in the official compendia. <BR><B>Biological Equivalents</B>: <BR>Those chemical equivalents which, when administered in the same amounts, will provide essentially the same biological or physiological availability, as measured by blood levels, etc. <BR><B>Clinical Equivalents</B>: <BR>Those chemical equivalents which, when administered in the same amounts, will provide essentially the same therapeutic effect as measured by the control of a symptom or a disease. <BR>Cf. <A HREF="bword://Bioavailability">Bioavailability</A> , <A HREF="bword://Generic Drugs">Generic Drugs</A>
Experiment	See <A HREF="bword://Bioassay">Bioassay</A> , <A href="bword://Cross-Over Experiment">Cross-Over Experiment</A> , <A HREF="bword://Blind Experiment">Blind Experiment</A> <BR>
F	The fraction of a dose which is absorbed and enters the systemic circulation following administration of a drug by any route other than the intravenous route; the availability of drug to tissues of the body, generally. When the total clearance and the dose of drug administered are known, F can be determined from the relationship: (AUC x Cl<sub>T</sub>)/D = F. When identical doses of a drug have been<BR>given by the intravenous and by some other route (x), and the AUCs have been determined, the availability of the drug after administration by route X can be determined: F=AUC<sub>x</sub>/AUC<sub>iv</sub>. The amount of free drug recovered in the urine (AU) after administration of identical doses given intravenously and by route X can also be used to determine availability:<BR> F=A<sub>U,x</sub>/A<sub>U,iv</sub> <BR>Cf. <a href="bword://Bioavailability">Bioavailability</A>, <a href="bword://First Pass Effect">First Pass Effect</A>, <a href="bword://AUC">AUC</A>
f:|f	The fraction of C<sub>0</sub> remaining at some specified time after drug administration; more generally, the fraction of C, or A<sub>B</sub>, remaining after some specified time interval. For first-order, single compartment systems (i.e. those yielding a single straight line when log C is plotted against t), f can be determined from the relationship: log C = log C<sub>0</sub> - b t. When t is the time after drug administration, or<BR>the interval between two administrations, and t<sub>1/2</sub> is the elimination half-life of the drug, f is 0.5 raised to a power which is the ratio of the time interval to the elimination half-life, i.e., 0.5<sup>t/t1/2</sup>.<BR><BR>Cf. <a href="bword://Half-Life">Half-Life</A>, <a href="bword://Cmax">Cmax</A> (C<sub>max</sub>), <a href="bword://Css">Css</A> (C<sub>ss</sub>), <a href="bword://Multiple Dose Regimens">Multiple Dose Regimens</A>, <a href="bword://Infusion Kinetics">Infusion Kinetics</A>,<BR><a href="bword://Compartment">Compartment</A>, <a href="bword://First-Order Kinetics">First-Order Kinetics</A>
First-Order Kinetics|First Order Kinetics	According to the law of mass action, the velocity of a chemical reaction is proportional to the product of the active masses (concentrations) of the reactants. In a monomolecular reaction, i.e., one in which only a single molecular species reacts, the velocity of the reaction is proportional to the concentration of the unreacted substance (C). The change in concentration (dC) over a time interval (dT) is the velocity of the reaction (dC/dT) and is proportional to C. For infinitely small changes of concentration over infinitely small periods of time, the reaction velocity can be written in the form of a differential equation: -dC/dt=kC. Here, dC/dt is the reaction velocity, C is concentration, and k is the constant of proportionality, or monomolecular velocity constant, which uniquely characterizes the reaction. The minus sign indicates that the velocity decreases with the passage of time, as the concentration of unreacted substance decreases; a plot of C against time would yield a curve of progressively decreasing slope. <BR>The mechanisms, the kinetics, described by the differential equation are termed <I>first order kinetics</I> because - although the exponent is not written - concentration (C) is raised to only the first power (C<sup>1</sup>).<BR>The differential equation above may be integrated and rearranged to yield: ln(C/C<sub>0</sub>)= k t, where ln indicates use of the natural logarithm, to the base e; C<sub>0</sub> is the concentration of unreacted substance at the beginning of an observation period; t is the duration of the observation period; and k is the familiar proportionality or velocity constant. The units of k are independent of the units in which C is expressed; indeed, since a logarithm is dimensionless, and t has the dimension of time, the integrated equation balances, dimensionally, because k has the dimension of reciprocal time, t<sup>-1</sup>. Notice that for observation periods of equal length, the ratio C/C<sub>0</sub> is always the same; after equal intervals, the final concentration is a constant fraction of the starting concentration, or, in equal time intervals, constant fractions of the starting concentration are lost, even though absolute decreases in concentration become progressively less as time passes and C becomes smaller and smaller. <BR><BR>Let t<sub>1/2</sub> represent the length of time required for C<sub>0</sub> to be halved, so that C=0.5 C<sub>0</sub>. Then, substituting in the integrated equation above, ln 0.5 = -kt<sub>1/2</sub>, or, since -0.693 is the natural logarithm of 0.5: -0.693 = kt<sub>1/2</sub>. Multiplying both sides of the equation by -1 yields 0.693 = kt<sub>1/2</sub> or 0.693/k = t<sub>1/2</sub>: the natural logarithm of 2 (0.693) divided by the monomolecular velocity constant yields the time required for the concentration to be halved, the "half-life" or "half-time" of the reaction. <BR><BR>Since ln (C/C<sub>0</sub>) may be rewritten (lnC - lnC<sub>0</sub>), the integrated equation may be rewritten and given the form of a linear equation: ln C = ln C<sub>0</sub> -kt. The existence of a monomolecular reaction can be established by plotting ln C, for unreacted material, against t and finding the relationship to be linear; the slope of the line is the original proportionality or velocity constant, and the intercept of the line with the ordinate is the natural logarithm of the original concentration of unreacted material. Since natural logarithms have a fixed relationship to common logarithms, i.e., logarithms to the base 10 (lnX =2.303 log X), one may write: 2.303 log C =2.303 log C - kt. When common logarithms of C are plotted against t, a first order reaction yields a straight line with a slope of k/2.303, and an<BR>intercept which is the common logarithm of C<sub>0</sub>.<BR><a href="bword://PHARMACOLOGY - First-Order Kinetics">More...</A>
First-Order Kinetics (More...)|PHARMACOLOGY - First-Order Kinetics	When two molecular species react with each other (a bimolecular reaction), but one of the substances is present in a concentration greatly in excess of the concentration of the other and/or does not change in concentration during the reaction, the velocity of the reaction at any time is really determined only by the concentration of the other substance. Such a pseudo-monomolecular reaction, because the velocity is determined by the concentration of only one of the two reactants, still follows first order kinetics. <BR><BR>Following administration of a drug, it may be eliminated from the body only after "reacting " with tissue components which are present in high concentrations and which are not used up to any degree during the drug's stay in the body. Such eliminative processes mimic pseudo-monomolecular reactions, and the drug is eliminated from the body according to first order kinetics,. The apparent velocity constant determined for such a process is called the elimination rate constant, k<sub>el</sub>, and the elimination half-life can be computed as 0.693/k<sub>el</sub>.<BR><BR>Cf., <a href="bword://Half-Life">Half-Life</A>, <a href="bword://t1/2">t1/2</A>(t<sub>1/2</sub>), <a href="bword://Zero-Order Kinetics">Zero-Order Kinetics</A>.
First Pass Effect|First Pass	The biotransformation and/or excretion of a drug by hepatic, including biliary, mechanisms following absorption of the drug from the gastrointestinal tract, before drug gains access to the systemic circulation. <BR>Cf. <A href="bword://Bioavailability">Bioavailability</A> , <A href="bword://F">F</A>
Food and Drug Administration|F.D.A.|FDA	An agency of the Department of Health, and Human Services which is responsible for ensuring compliance with the amended federal Food, Drug and Cosmetic Act. This agency must pass judgement on the safety of drugs, the labels affixed to drug packages, and all printed material accompanying a packaged drug before that drug may be introduced to interstate commerce. The law empowers the F.D.A. to pass on the efficacy of a new drug or pharmaceutical preparation and gives the agency ultimate jurisdiction over the clinical testing of a drug before it is approved for general sale and use. Prosecution of violation of the F.D. and C. Act is carried out by the Attorney General's Office on recommendation of the F.D.A.<BR>Cf. <A href="bword://U.S.P.">U.S.P.</A> , <A href="bword://Harrison Act">Harrison Narcotic Act</A> , <A HREF="bword://Effective">Effective</A> <BR>
Generic Drugs|Generic Drug	Drug formulations of identical composition with respect to the active ingredient, i.e., drugs that meet current official standards of identity, purity, and quality of active ingredient. Drug dosage forms considered as "generically equivalent" are more properly considered as "chemically equivalent" in that they contain a designated quantity of drug chemical in specified stable condition and meet pharmacopoeial requirements for chemical and physical properties. <BR>Each of a number of preparations of a given drug entity may carry a different "proprietary name" or "trademark"; such a name is registered with the U.S. Patent Office and identifies the special brand of the drug with the firm owning the name. All such preparations - identical with respect to content and specification of active ingredient - may be looked upon as comprising a "genus"; they are generically equivalent and are generic drugs. <BR>It is well recognized that a number of factors other than quantity of drug present in a dose can determine the ultimate therapeutic usefulness of the drug preparation, and even the availability of drug to the site of action once the preparation has been given. Drugs may be generically equivalent but not therapeutically equivalent. Factors which affect therapeutic usefulness or efficacy of drug preparations include appearance, taste, disintegration and dissolution properties of the preparation, interaction of active materials with other ingredients including binders and solvents, pH, particle size, age of preparation, conditions of manufacture such as degree of tablet compression, and the nature and amount of coating of enteric-coated tablets.<BR>Cf. <A HREF="bword://Biopharmaceutics">Biopharmaceutics</A> , <A HREF="bword://United States Pharmacopoeia">United States Pharmacopoeia</A> , <A HREF="bword://Bioavailability">Bioavailability</A> , <A HREF="bword://Equivalence">Equivalence</A>
Habituation	A condition characterized by a psychological craving for the effects produced by the administration of a drug. <p> The Expert Committee on Addiction-Producing Drugs of the World Health Organization defines habituation (1957) as: "...a condition resulting from the repeated consumption of a drug. Its characteristics include: (1) a desire (but not compulsion) to continue taking the drug for the sense of improved well-being which it engenders; (2) little or no tendency to increase the dose; (3) some degree of psychic dependence on the effect of drug; but absence of physical dependence and hence of the abstinency syndrome; (4) detrimental effects, if any, primarily on the individual." (See Seevers, M.H., <I>J.A.M.A. 181</I>:92, 1962.)<p> Cf. <A HREF="bword://Addiction">Addiction</A>, <A HREF="bword://Narcotic">Narcotic</A>, <A HREF="bword://Dependence">Dependence</A>, <A HREF="bword://Tolerance">Tolerance</A>, <A HREF="bword://Drug Dependence">Drug Dependence</A>
Half-Life|Half Life	The period of time required for the concentration or amount of drug in the body to be reduced to exactly one-half of a given concentration or amount. The given concentration or amount need not be the maximum observed during the course of the experiment, or the concentration or amount present at the beginning of an experiment, since the half-life is completely independent of the concentration or amount chosen as the "starting point". Half-lives can be computed and interpreted legitimately only when concentration or amount varies with time according to the law appropriate to the kinetics of a first order reaction: the common logarithm of the concentration or amount is related linearly to time, e.g.: <BR>log C=a+bt <BR>where C is concentration at time t, a (in logarithmic units) is the intercept of the line with the ordinate, and b (which has a negative sign) is the slope of the line. The parameters of the equation can be estimated from the plot of experimental values of log C and t. The half-life can be computed simply by dividing the slope of the curve into 0.301, the difference between the logarithm of a number (C) and the logarithm of number half as large (C/2); the symbol for half-life is t<sub>1/2</sub>. <BR>The half-life of a drug in plasma or serum is frequently taken as indicating the persistence of the drug in its volume of distribution; this interpretation may be incorrect unless the material can move freely and rapidly from one fluid compartment of the body to another, and is not bound or stored in one or another tissue. The term "biological half-life" should not be used instead of the specific terms "plasma half-life" or "serum half-life". The tissue for which the half-life of a drug is determined should always be specified, e.g., "serum half-life"; the half-life of a drug in muscle, kidney, etc., or in the whole organism can be determined. Drug half-lives are frequently based on the results of chemical analyses, i.e., the results of the reaction of a reagent with a specific chemical group of a drug molecule; it should be remembered that detection of the group per se does not necessarily imply its continuous existence as part of a biologically active drug molecule. <BR><BR>A drug molecule that leaves the plasma may have any of several fates: it can be destroyed in the blood; it can be eliminated from the body; or it can be translocated to a body fluid compartment other<BR>than the intravascular to be stored, biotransformed, or to exert its pharmacodynamic effects. <BR><BR>When the plot of log plasma or serum concentration (during the period of its decline) against time is composed of two straight line segments, the inference may be made that two first order processes are involved in the distribution and biotransformation and elimination of the drug. The earlier phase - represented by the line segment of greater slope - is termed the distributive phase, and corresponds to<BR>the period during which translocation of the drug to its ultimate volume of distribution occurs and is the dominant process; the later phase - represented by the line of lesser slope - is termed the eliminative phase, and corresponds to the period when biotransformation and elimination of drug are dominant processes. For two-phase systems, three phase systems, etc., half-lives of the drugs in the various phases can be determined only after more sophisticated analysis of the data than that described above.<BR><BR>Cf. <a href="bword://First Order Kinetics">First Order Kinetics</A>, <a href="bword://Compartment">Compartment</A>, <a href="bword://Volume of Distribution">Volume of Distribution</A>, <a href="bword://Pharmacokinetics">Pharmacokinetics</A>, <a href="bword://Biotransformation">Biotransformation</A>, <a href="bword://Biotranslocation">Biotranslocation</A>, <a href="bword://a">a</A>, <a href="bword://b">b</A>
Harrison Act	A federal law passed in 1916 which regulated the manufacture, importation, transportation, and distribution (wholesale, retail, dispensing) of all "narcotics" defined by the act. Coca leaves and derivatives, opium and derivatives, and various synthetic agents were subject to the act and are officially designated as "narcotics". The effect of the law was to regulate possession and use of the materials designated as narcotics. Since regulation was achieved through taxation, the law was enforced by the Treasury Department, Bureau of Internal Revenue. Traffic in marihuana was first controlled by the Marijuana Tax Act of 1937. <p> More recently, additional materials, e.g., barbiturates, amphetamines, etc., were recognized by Congress as requiring legal control, and were included with narcotics and marihuana in the Controlled Substances Act of 1970. The law is implemented by placing a nominal tax on certain materials under the law, and by requiring that physicians, dentists, etc., be specially licensed, annually, to legally prescribe materials covered by the law. The Act of 1970 is enforced by the Drug Enforcement Administration of the U.S. Department of Justice.<p> Cf. <A HREF="bword://Narcotics">Narcotics</A>, <A HREF="bword://Addiction">Addiction</A>
Hazard	The potential for causing harm; that which is a potential cause of harm. With respect to chemicals which are capable of causing harm, "hazard" is about equivalent in meaning to "toxicity"; measuring the hazard or toxicity of a chemical is to measure its potency in producing harm: the lower the dose required to produce harm, the greater the hazard or toxicity, the more hazardous or toxic is the substance. <p> Since the time of Paracelsus, in the early 16th century, it has been recognized that all chemicals, given in sufficient doses, are capable of producing harm. Therefore, it is not very meaningful simply to call a chemical a hazard, or to speak of a chemical as hazardous, without qualification or definition. Three categories of information are needed to define a hazard: specific descriptions of the harms it can produce, specific identification of the species or kinds of subjects that can be harmed, and specification of the kinds of exposure to the chemical (including dose) which can result in the respective harms. <p> Observe that hazard is the <I>potential</I> for causing harm. However hazardous a chemical might be, it may present no <I>risk</I> if potential victims are not exposed to it! <I>Risk management</I> is the effort to limit the likelihood that the hazard of a chemical will be realized or manifested. <p> For chemicals, such as drugs, it is frequently more informative to consider their hazards relative to their potential for producing benefit, rather than relative to the hazards of other chemicals. An extremely potent therapeutic agent may also be potent in producing harm, but it may be a useful drug because of its large therapeutic index or standardized safety margin.<p> Cf. <A HREF="bword://Risk">Risk</A>, <A HREF="bword://Potency">Potency</A>, <A HREF="bword://Therapeutic Index">Therapeutic Index</A>, <A HREF="bword://Standardized Safety Margin">Standardized Safety Margin</A>, <A HREF="bword://CT Index">CT Index</A>, <A HREF="bword://Toxic Effects">Toxic Effects</A>
Hypersensitivity	The physiological state necessary for a subject's manifesting an allergic response or reaction; the state is dependent on the administration of a haptene or allergen to a susceptible individual, and the development of antibodies and immune mechanisms capable of being activated by a subsequent administration of the haptene. Hypersensitivity may exist but not be manifested until a second administration of haptene occurs. The dose of haptene (or drug) required to produce the allergic response may be smaller, larger, or the same size as the dose required for the drug to produce its characteristic <I>pharmacologic effects</I>; hence hypersensitivity is not the same as sensitivity and the two words should not be used as synonyms. The nature of the response to haptene in a hypersensitive subject is determined by the immune mechanisms and effector organs and is not, in general, related to the nature of the haptene; the allergic response in the hypersensitive subject is qualitatively different from the expected pharmacodynamic response to the haptene or drug.<p> Cf. <A HREF="bword://Sensitivity">Sensitivity</A>, <A HREF="bword://Allergic Response">Allergic Response</A>, <A HREF="bword://Idiosyncratic Response">Idiosyncratic Response</A>
Hypnotic	A drug which produces a state clinically indentical to sleep by means of action in the central nervous system.<BR>Cf. Sedative , <A HREF="bword://Anesthetic">Anesthetic</A>
Idiosyncratic Response|Idiosyncrasy|Idiosyncratic effects	A qualitatively abnormal or unusual response to a drug which is unique, or virtually so, to the individual who manifests the response. "Idiosyncratic Response" usually applies to a response which is not allergic in nature and cannot be produced with regularity in a substantial number of subjects in the population , and which is ordinarily not produced in a greater intensity in an individual, or in a greater fraction of the population, by the expedient of increase in the dose. In other words, were frequency or intensity of idiosyncratic response used as a measure of effect in constructing a dose-effect curve, a curve might indeed be constructed, but its slope would be found to be 0 (zero), indicating that effect was not significantly a function of dose. In practice, the mechanism of production of an idiosyncratic response is unknown; once the mechanism is known, the response can usually be classified in some other way.<BR>Cf. <A HREF="bword://Toxic effect">Toxic effect</A> , <A HREF="bword://Side effect">Side effect</A> , <A HREF="bword://Allergic response">Allergic response</A>
