##name	Medieval Glossary
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##author	Colleen McEneany
##email	brigatta1@aol.com
##description	Glossary of medieval terms and weapons.  Definitions of popular weaponry and words commonly found from medieval times and in role-playing games
##browsingEnabled	
##bgl_creationTime	2000/08/08, 09:28
##bgl_middleUpdated	2000/08/08, 09:39
8EAF66FD.bmp	File: 8EAF66FD.bmp
periperiu	long wooden club from Australia with a blunt striking end
pernat	Russian mace consisting of an iron bead attached to a wooden handle
petjut	whip/flail consists of a wooden handle with a shirt length of leather thong tipped with a ball of knotted leather or sometimes a metal sphere fastened at the end
peudeneng	thin-bladed, curved bladed sword with a L-shaped hilt
pike	long spear with small iron head
plaque belt	military belt formed from interlocking metal plates or metal plates riveted to a leather base
plate	A general term for iron defenses fashioned from sheet iron or steel. "Plate" defenses were during the Middle Ages first introduced during the late 13th century, first as reinforcing for mail defenses and later as defenses on their own.
plombee	lead-weighted mace with a wooden handle
podang	sword with a curved blade and a steel hilt with cross guards
polearm	The general term for a group of pole-mounted weapons usually featuring a cutting or slashing weapon on one end. The halberd, guisarm, bill, bec-de-corbin, and poleaxe are all specific kinds of polearms.
pommel	knob at the top of a sword-hilt, counterbalancing the weight of the blade
poni	wooden club usually fitted with a woven cord grip
pourpoint	an arming garment worn under or as an aketon
pouwhenua	wooden staff flattened on one end and pointed on the other
puhah bemoh	two-handed sword with a long steel blade and two hand guards
puiouar	heavily curved indian sword with a metal hilt
purijimala	wooden Australian club
quaddara	Persian straight-bladed sword, often inlaid with gold; hilt is of horn with no guard
quadrelle	small mace with four blades
quarterstaff	polearm weapon which was merely a long wooded pole
quillons	bar (usually iron) forming the crossguard of a sword or dagger
quirriang-an-wun	throwing club similar to a boomerang
quoit	steel Indian mace with a bead head of a heavy quoit and fitted with a hand guard
rang-kwan	wooden club used primarily by women; long and is pointed at both ends
rante	whipping chain designed to entangle an opponent's weapon or ensnare the legs or arms; usually a two-handed weapon
rante ber gangedug	whipping chain with a T-shaped handle on one end and a sharpened metal rod on the other; parrying weapon designed to entangle an opponent's weapon or ensnare legs or arms
reiterpallasch	Danish cavalry sword with a straight blade and guarded hilt
rerebrace	defense for the upper arm (arm greaves)
roundel	round metal attachment at the base of a polearm to keep the hands from sliding down the shaft and onto the blade
rucksack	a kind of knapsack strapped over the shoulders
rungu	club generally made of one piece of wood; handle was generally sharpened so it could be used as a stabbing weapon as well as a club
sa tjat koen	wooden three-sectioned Malaysian flail; used with both hands
sabar	Indian pick made of steel
saboton (also called solleret)|saboton|solleret	1. an armored, pointed shoe 2. armor for the foot usually consisting of plates ending in a toecap 3. armor for the foot made of plate, mail, or other metal
sai	Japanese parrying baton; an iron bar with a leather covered grip and two small side hooks mounted parallel to the bar; some sai had blades; often used in pairs
saintie	steel Indian parrying weapon; metal spear with a hand guard mounted in the center; some had a small thrusting dagger concealed in the shaft
sallet	a light, rounded helmet with projecting neckguard and, often, a visor, worn in the 15th century
samite	a heavy silk fabric worn in the Middle Ages: it was sometimes interwoven with gold
sapakana	hardwood club
sapola	Indian sword with a curved blade and a forked point; pommel is decorated with the figure of a griffin
sarissa	a polearm weapon measuring about 6 meters in length with a spear attached at the end; used for jabbing or throwing
sassanid	straight single edged sword; unguarded straight hilt made of horn
sauscitwerter	European hunting weapon normally used by the nobility; consisted of a hand-and-a-half hilt; could be used with one or two hands if necessary
savage	axe that generally carried as a symbol of rank
scabbard	a sheath or case to hold the blade of a sword or dagger
scale armour	small rectangular plates of metal, attached to a leather or linen coat, lighter and more flexible than mail
scbnepfer	slightly curved Swiss sword with a broad hand guard and a knuckle guard
schestopjor	mace with a many-bladed metal head
schiavona	broadsword; used in the 16th century
scimeter	broad-bladed curved sword with a small cross guard
scribe	A person who copied books by hand before the invention of printing.
sego	metal parrying weapon; used to strike against the arms and head of the enemy
senangkas bedok	slightly curved Malaysian sword with wide grooves in the blade
shakujo yari	wooden staff with a removable and hidden straight, double-edged steel blades; requires both hands to use
shamshir	heavily curved, thick bladed sword; generally quite simple, with no decoration
shashpar	steel Indian mace with six blades and fitted with a hand guard
shashqa	consists of a slightly curved single-edged blade fitted into an unguarded hilt
sheaf arrow	heavy armour piercing arrow used by longbowmen at close range
shinobi-zue	wooden staff with a concealed blade fitted on the end; two-handed weapon
shoka	African battle-axe; triangular metal bead is fitted into a hardwood handle by means of a short narrow tang
shotel	sword with a double-edged blade which had a diamond-shaped cross section; the extreme curvature of these swords made them nearly useless except for cuffing attacks
shuko	iron palm guards with spikes on the palms for use with climbing; also used to parry sword strikes
shuriken	metal knife or star
siangkam	long metal arrowhead attached to wooden handles; used in pairs for thrusting and slashing
sickle	mace made of steel; striking head is a heavy curved blade and thus the weapon resembles the various ancient sickle swords
silepe	axe consisting of a wide blade which is connected to the wooden handle by a flat tang; wooden handle is sometimes reinforced by wire coils
singa	steel boomerang
sirohi	straight-bladed sword with a padded hilt, slightly curved examples exist also; often these weapons were highly decorated
siwalapa	wooden club with a small cylindrical handle and a square striking head
skull	crown of the helmet; the central defense for the upper portion of the head
slung shot	(sap, or blackjack) club weapon consists of a lead weight with a flexible leather cover handle woven over it
snood	1. a tie or ribbon formerly worn around the hair, especially by young unmarried women 2. a netlike bag worn at the back of a woman's head to hold the hair
sodang	broad-bladed Malaysian sword without a hand guard
sopok	1. wooden blowpipe with an iron spearhead attached to the end; used with two hands 2. shield weapon; small metal shield protecting the forearm to which was fitted a blade or spike
sosunpattah	sword with a straight blade and a spiked pommel; often highly decorated with engravings
spadroon	European cut-and-thrust sword with a light, flexible blade; double-edged near the point
sparte	battle-axe consists of a broad socketed head fitted onto a wooden handle
spatha	cavalry sword of the romans, between 36" - 40" in length, made from iron; double-edged blade
spaulder	14th and 15th century defense for the shoulder, featuring a small dished defense for the shoulder point and a number of lames extending down the arm
spine sword	An Indian sword with a comb-like spring blade
sporran	large purse or pouch usually made of leather or animal fur, attached to waist in front of the kilt when in full dress
stechtarsche	small ribbed German shield laced to the left shoulder; sometimes these shields were made of cuirboille, painted, or gold leafed
suan-tou-fung	metal Chinese mace with globular head
sugarloaf	A transition helmet between the heaulm and the bascinet, where the skull of the helmet was pointed like a bascinet and the sides enclosed like a heaulm.
sultani	slightly curved Indian sword with a hand guard
surai	sword with a curved tip and spiked pommel
surcoat	long flowing garment worn over armour
taavish	stone axe with the wooden handle carved at the end to represent a man's head; stone blade is fitted into the handle and represents the tongue
tabar-i-zin	large two handed axe; socketed metal head fitted onto a wooden shaft
tabard	short, loose garment, open at the side and having short, wide sleeves, worn in 15th century by some knights
taber	steel battle-axe
tailbon	sword with a tanged blade fitted into a carved wooden handle with a cane grip
takieh	short sword with a slightly curved blade and a broad pommel which could be used as a crutch; often these weapons were highly decorated
takouba	straight, double-edged sword with no guard; its hilt is fitted with a crosspiece below the pommel
talwar	sword with a curved blade and a padded hilt with a spiked pommel; often highly decorated; one of the oldest forms of Japanese swords, it consists of a double-edged straight blade and metal hilt; pommel is often in the shape of a ring
tam	(tam-o'shanter, tammy) woolen cap of Scottish origin
tambara	wooden club with two to four prongs at the end
tan-kiev	metal, sword-like parrying weapon; square-sectioned metal bar with a swordlike hilt
taper	European axe; socketed metal bead fitted onto a wooden handle
targe	round or oval shield used by knights
tartan	a plaid textile design of Scottish origin consisting of stripes of varying width and color usu. patterned to designate a distinctive clan
tashi	curved sword which is essentially the same the katana, differences between the two are the fittings and the way they are worn - tashi is hung from the belt with the edge downward and the katana is thrust into the belt with the edge upward
tasset (taces)|taces|tasset	15th century defense for the hips that attached to the fauld; usually a plate of iron or steel, often featuring one or more fluted ribs and a thick rolled edge for strength
tebutje	could be used as a sword or a club; made of light wood with shark teeth attached onto the edges of the club
tebutje-pacho	heavy wooden club usually with obsidian or shark teeth edge for slashing; two-handed weapon
tewha-tewha	wooden club with a long, tapering shaft and a quarter-circle shaped bead at one end; feathers were hung from the head to flick them in the face of an enemy in effort to confuse him
thin axe	European piercing axe
thinin	broad-bladed sword with an unguarded hilt; a European thrusting sword with a diamond-sectioned blade
threadbare	shabby; worn down so that the threads show
thrusting axe	European axe; head has a long point extending up for use in thrusting attacks
tiara	a woman's crownlike headdress of jewels, flowers, etc.
tiglun	club-like dagger made of ivory; might have been used by Eskimos
tindil	wooden club
tjabang	metal parrying weapon similar to the Sai
toki kakauroa	fighting axe; usually with elaborately carved bone or wood handle
tomahawk	North American Indian combat axe and pipe; usually has a narrow iron blade fitted with a pipe bowl opposite the blade, wooden handle is hollow and forms the pipe stem
tonfa	wooden rice husking tool; as combat weapon it could block attacks when rested along the forearm; also used to jab or club
tongia	axe with socketed iron head and a semicircular blade attached to a wooden handle; sometimes used as a missile
toporok axe	Russian battle-axe
torse	a colorful cloth worn around the crown of the helmet, from which the mantling was attached (used from the 13th century through the 15th, torses and mantling helped to identify knights in war and provided a colorful expressive tool for tournaments and pageants of the 15th century)
trident	parrying weapon consisting of a L-shaped wooden handle to which a five-pronged horizontal head is attached
trombash	wooden throwing stick with an angled end
truncheon	1. a short, thick staff, similar to a policeman's baton 2. European club made of wood
tschekan	Russian war hammer with a steel head
tuagh-gatha	Scottish battle-axe
tungi	fighting axe with socketed steel head attached to a short wooden handle
tunic	a loose, gownlike garment worn by men and women in ancient Greece and Rome 2. a blouselike garment extending to the hips or lower, usually gathered at the waist, often with a belt
turban	headdress worn by men in the Levant and by most Mohammedans of the male sex, but also known to be worn by women in some Eastern cultures; consisting of a cap, and a sash, scarf, or shawl, usually of cotton or linen, wound about the cap, and sometimes hanging down the neck
uchi-ne	1. short throwing dart made of wood with a metal head 2. wooden throwing club
udlimau	fighting adze of hardwood, had a stone point fixed with resin on the head
uramanta	throwing stick made of wood
vambrace	plate defense for the forearm
veecharoval	Indian scythe-type weapon consisting of a curved, metal blade attached to a wooden handle
venmuroo	battle-axe consisting of a tanged, steel head fitted into an ebony wood shaft which is reinforced with metal bands; often ornamented with silver and brass
ventail	mail or plate skirts attached to bascinets to protect the throat (mostly used during the the 14th and 15th century)
verdun	long European thrusting sword with a diamond or square-sectioned blade used in the 16th century
vervelles	bronze, brass, or latten staples that attached to a bascinet to enable the leather cuff of an aventail to be secured to the helmet
voulge	1. a tool used for trimming trees 2. polearm weapon characterized by a broad axe-like blade with a single spike protrusion at the top, often attached to a wooden pole
waddy	Australian wooden club
wahaika	club made of wood or bone; often elaborately carved
wairbi	womens' fighting club from Australia; made of wood
wakerti	wooden paddle-shaped club
wakizashi	1. shorter of the two swords which make up the Japanese dai-sho 2. used in ritualistic suicide 3. African sword with a tanged metal blade fitted into a plain wooden hilt
war hammer	piercing and impact weapon used in Europe; blunt hammerhead set opposite a pointed pick mounted on a wooden shaft
watilikri	wooden throwing stick
weerba	hardwood club from Australia
wfrka	two-pronged wooden club from Australia
woodsman's axe	common tool generally used with two hands; consists of a socketed metal head fitted onto a wooden handle
xiphos	bronze sword with a tanged metal blade fitted into a plain wooden hilt
yatagan	a long knife or short saber that lacks a guard for the hand at the juncture of blade and hilt; usually has a double curve to the edge and a nearly straight back
yeamberren	wooden club with a large conical head
zagbnal	steel pick or beaked axe from India; often engraved and inlaid with gold
zweihander	(also called greatsword or two-handed sword) a two-handed sword that is extremely heavy and used for slashing rather<BR>than thrusting
