##name	9300+ Computer Acronyms
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_middleUpdated	2002/11/13, 23:35
##author	Carlos Guerrera
##email	mlenha@yahoo.com
##description	This is a very extensive glossary of computer acronyms. With a list of over 9300 computer acronyms, you're sure to find what you're looking for.
##browsingEnabled	
##bgl_creationTime	2002/11/13, 23:13
8EAF66FD.bmp	File: 8EAF66FD.bmp
DGC	Distributed Garbage Collection
DGIS	Direct Graphics Interface Standard
DGP	Dissimilar Gateway Protocol
DGR	Dynamic Growth and Reconfiguration
DGUX	Data General UniX
DH	Diffie-Hellman
DHCF	Distributed Host Command Facility
DHCP	Dynamic Host Configuration Protocol
DHL	Dynamic Head Loading
DHP	Dr. Halo Picture
DHTML	Dynamic HyperText Markup Language
DI	Data In
DIA	Document Interchange Architecture
DIANE	DIrect Access Network for Europe
DIB	Device Independent Bitmap
DIBOL	DIgital Business Oriented Language
DIC	Digital Interface Controller
DICE	Dolby's Interactive Content Encoding
DID	Direct Inward Dialing
DIDS	Distributed Intrusion Detection System
DIF	Data Interchange Format
DIFMOS	Double Injection Floating gate Metal Oxyde Semiconductor
DIG	Double Injection Floating gate Metal Oxide Semiconductor
DII	Dynamic Invocation Interface
DIIP	Direct Interrupt Identification Port
DIL	Dual In Line
DIME	Desktop Integrated Media Environment
DIMM	Dual In line Memory Module
DIN	Deutsche Industrie Norm
DIO	Data Input-Output
DIP	Datacenter Infrastructure Provider
DIR	DIRectory
DIS	Draft International Standard
DISA	Data Interchange Standards Association
DISM	Digital Interface Standards for Monitors
DISOSS	DIStributed Office Support System
DISP	DISPlacement
DIT	Directory Information Tree
DIU	Digital Interface Unit
DIV	DIVide
DIVE	Direct Interface Video Extension
Divx	DIgital Video eXpress
DIW	D-Inside Wire
DIX	Dec, Intel, Xerox
DIZ	Description In Zip
DKI	Driver Kernel Interface
DL	Distribution List
DL/1	Data Language 1
DLA	Drive Letter Access
DLB	Dynamic Load Balancing
DLC	Data Line Card
DLCI	Data Link Connection Identifier
DLD	Display List Driver
DLE	Data Link Escape
DLL	Dynamic Link Library
DLM	Distributed Lock Manager
DLP	Digital Light Processing
DLPI	Data Link Provider Interface
DLR	Dos Lan Requester
DLS	Data Link Switching
DLSCAP	Data Link Switching Client Access Protocol
DLSW	Data Link SWitching
DLT	Digital Linear Tape
dLVQ	Dynamic Learning Vector Quantizer
DLZ	Digital Lempel-Ziv
DM	Document Management
DMA	Document Management Alliance
DMAC	Direct Memory Access Controller
DMACS	Distributed Manufacturing Automation & Control Software
DMAPI	Dictation Macro Application Programming Interface
DMC	Desktop Multimedia Conferencing
DMCA	Digital Millennium Copyright Act
DMD	Device Manager Driver
DMDF	Distributed Management Data Facility
DME	Dictionary Module Editor
DMF	Distribution Media Format
DMI	Definition of Management Information
DMIF	Delivery Multimedia Integration Framework
DMK	Dynamic Management Kit
DML	Data Manipulation Language
DMM	Digital MultiMeter
DMMS	Dynamic Memory Management System
DMO	Distributed Management Object
DMOS	Double-diffused Metal Oxide Semiconductor
DMP	Dot Matrix Printer
DMPC	Distributed Memory Parallel Computer
DMPP	Distributed Memory Parallel Processor
DMQS	Display Mode Query and Set
DMS	Distributed Media Services
DMSCMS	Display Management System
DMSD	Digital MultiStandard Decoding
DMSDK	Digital Media Software Development Kit
DMSS	Distributed Mass Storage System
DMT	Discrete MultiTone
DMTF	Distributed Management Task Force
DMU	Data Manipulation Unit
DMVT	Dynamic Video Memory Technology
DMY	Day Month Year
DMZ	De-Militarized Zone
DN	Distinguished Name
DNA	Digital Network Architecture
DNAfs	Distributed interNet Application for Financial Services
DNC	Direct Numerical Control
DNCP	DecNet Control Protocol
DNCRI	Division of Networking and Communication Research and Infrastructure
DnD	Drag aNd Drop
DNHR	Dynamic Non Hierarchical Routing
DNI	Decnet Network Interface
DNIC	Data Network Identification Code
DNIS	Dialed Number Identification Service
DNJ	Developer Network Journal
DNLC	Directory Name Lookup Cache
DNR	Domain Name Resolver
DNS	Digital Nervous System
DO	Data Out
DOC	Declaration Of Conformity
DOCSIS	Data Over Cable Service Internet Specification
DOCSV	Data Over Circuit-Switched Voice
DOD	Department Of Defense
DOE	Department Of Energy
DOI	Domain Of Interpretation
DOIP	Dial Other Internet Providers
DOIT	Disabilities, Opportunities, Internetworking and Technology
DOJ	Department Of Justice
DOLAP	Desktop OnLine Analytical Processing
DOM	Document Object Model
DOMAIN	Distributed Operating Multi Access Interactive Network
DOMF	Distributed Object Management Facility
DOOM	Decentralized Object-Oriented Machine
DoS	Denial Of Service
DoSBS	Denial Of Service By Service
DOSEM	Disk Operating System EMulation
DOT	Design Oriented Technology
DOV	Data Over Voice
DOW	Day Of Week
DP	Data Processing
DPA	Demand Protocol Architecture
DPAM	Demand Priority Access Method
DPAREN	Data PARity ENable
DPB	Drive Parameter Block
DPBC	Delivery Point Bar Code
DPC	Deferred Process Call
DPDT	Double Pole Double Throw
DPE	Distributed Processing Environment
DPI	Distributed Protocol Interface
DPKT	Dynamic Public Key Technology
DPL	Distributed Program Link
DPM	Defects Per Million
DPMA	Data Processing Management Association
DPMI	Dos Protected Mode Interface
DPMS	Dos Protected Mode Services
DPNPH	Data Packet Network-Packet Handler
DPO	Data Phase Optimization
DPOF	Digital Print Order Format
DPP	Distributed Parallel Processing
DPROP	Data PROPagator
DPS	Document Processing System
DPSK	Differential Phase Shift Keying
DPST	Double Pole Single Throw
DPT	Distributed Processing Technology
DPtoTP	Display Coordinates TO Tablet Coordinates
DQDB	Distributed Queue Dual Bus
DQL	Data Query Language
DQP	Distributed Query Processor
DR	Data Received
DR.BOND	Dial-up Router Bandwidth ON Demand
DRAC	Dell Remote Assistant Card
DRAM	Dynamic Random Access Memory
DRAS	Dynamic Remote Access Service
DRAW	Direct Read After Write
DRB	Dram Row Boundary
DRC	Design Rule Checks
DRD	Data Reading Device
DRDA	Distributed Relational Database Architecture
DRDAAS	Distributed Relational Database Architecture Application Server
DRDRAM	Direct Rambus Dynamic Random Access Memory
DRDW	Direct Read During Write
DRE	Document Rendering Engine
DREN	Defense Research and Engineering Network
DRF	Data Recovery Field
DRI	Declarative Referential Integrity
DRM	Destination Release Mechanism
DRMOS	Digital Rights Management Operating System
DRMU	Digital Remote Measurement Unit
DRO	Destructive Read-Out
DRP	Decnet Routing Protocol
DRS	Document Registration System
DRV	device DRiVer
DRW	Drawing
DS	Database Server
DS/PPM	Direct Sequence/Pulse Position Modulation
DS3D	DirectSound 3D
DSA	Directory System Agent
DSAP	Destination Service Access Point
DSAV	Dr. Solomon's Anti Virus
DSBAM	Double-SideBand Amplitude Module
DSBM	Designated Subnet Bandwidth Manager
DSC	Digital Still Camera
DSD	Data Stream Direct
DSDD	Double Sided, Double Density
DSDM	Drop Site Database Manager
DSE	Data Storage Equipment
DSEA	Display Station Emulation Adapter
DSF	Dispersion Shifted Fibre
DSHD	Double Sided, High Density
DSI	Defense Simulation Internet
DSIG	Digital SIGnature
DSIMM	Dual Single Inline Memory Module
DSIS	Distributed Support Information Standard
DSL	Dialogue Scripting Language
DSL2	Downloadable Sounds Level 2
DSLAM	Digital Subscriber Line Access Multiplexer
DSLCP	Dynamically Switched Link Control Protocol
DSM	Directory Service Migration
DSMA	Digital Sense Multiple Access
DSN	Data Source Name
DSO	Decision Support Object
DSOM	Distributed System Object Model
DSP	Document Services for Printing
DSPT	Display Station Pass-Thru
DSQD	Double Sided, Quad Density
DSR	Data Set Ready
DSRI	Digital Standard Relational Interface
DSS	Direct Station Selector
DSSI	Digital Standard Systems Interconnect
DSSLL	Differentiated Services over Specific Link Layers
DSSS	Direct Sequence Spread Spectrum
DSSSL	Document Style Semantic and Specification Language
DST	Daylight Saving Time
DSTN	Double-layer SuperTwist Nematic
DSU	Digital Service Unit
DSVD	Digital Simultaneous Voice and Data
DSW	Data Status Word
DSX	Digital Signals Cross-connect
DT4DTD	DataTypes For Document Type Definition
DTA	Direct Tape Access
DTAP	Direct Transfer Application Part
DTB	Data Transfer Bus
DTC	DeskTop Conferencing
DTCP	Digital Transmission Content Protection
DTD	Document Type Definition
DTE	Data Terminal Equipment
DTF	Distributed Test Facility
DTL	Diode Transistor Logic
DTLB	Dual Translation Lookaside Buffer
DTM	Deterministic Turing Machine
DTMF	Dual Tone MultiFrequency
DTML	Document Template Markup Language
DTMS	Data Transformation Management System
DTO	Day-Time Organizer
DTP	DeskTop Publishing
DTR	Data Terminal Ready
DTS	Digital Theater Surround
DTSS	Dartmouth Time Sharing System
DTU	Demand Transmission Unit
DTV	DeskTop Video
DTVC	DeskTop Video Conferencing
DU	Disk Usage
DUA	Directory User Agent
DUAT	Direct User Access Terminal
DUL	Dialup Users List
DUN	Dial-Up Networking
DUNCE	Dial Up Network Connection Enhancement
DUT	Device Under Test
DUW	Distributed Unit of Work
DV	Digital Video
DVB	Digital Video Broadcasting
DVC	Desktop Video Conferencing
DVD	RW Digital Video (or Versatile) Disk- ReWritable
DVD+MRW	Digital Video (or Versatile) Disk- Mount rainier ReWritable
DVD+RW	Digital Video (or Versatile) Disk- ReWritable
DVE	Digital Video Effect
DVI	A Digital Video Interface-Analog
DVL	Digital Video Link
DVM	Digital Volt Meter
DVMA	Direct Virtual Memory Access
DVMRP	Distance Vector Multicast Routing Protocol
DVOF	Digital Video Over Fiber
DVR	device DriVeR
DVRMP	Distance Vector Multicast Routing Protocol
DVX	Digital Voice eXchange
DW	Display Write
DWA	Data Warehousing Alliance
DWC	Data Warehouse Catalog
DWDM	Dense Wavelength Division Multiplexing
DWG	DraWinG
DWM	Diskless Workstation Management
DWMT	Discrete Wavelet MultiTone
DX	DirectX
DXB	Drawing eXchange Binary
DXC	Data eXchange Control
DXF	Data eXchange File
DXI	Data eXchange Interface
DXL	Domino Xml Language
DXPC	Differential X Protocol Compressor
Dxr	Dynamic eXtended Resolution
DXTC	DirectX Texture COmpression
DYNSLT	DYNamic SeLecT E Exa
E	MAIL Electronic MAIL
E&M	Ear & Mouth
E2E	End-To-End
E3	Electronic Entertainement Expo
EA	Effective Address
EAB	Enterprise Application Builder
EADAS	Engineering and Administrative Data Acquisition System
EADASNM	Engineering and Administrative Data Acquisition System Network Management
EADT	East Australian Daylight Time
EAGLES	Expert Advisory Group on Language Engineering Standards
EAI	Enterprise Application Integration
EAM	Evanescent Access Method
EAN	European Article Number
EAP	Early Adopter Program
EAPI	Extended Application Programming Interface
EAR	Enterprise ARchive
EARL	Enhanced Address Recognition Logic
EARN	European Academic Research Network
EAROM	Electrically Alterable Read Only Memory
EARS	Explicit Archive and Retrieval System
EAS	Enterprise Access Server
EASI	Enhanced Asynchronous Scsi Interface
EAST	East Australian Standard Time
EATA	Enhanced Advanced Technology bus Attachment
EAX	Environmental Audio eXtensions
EBASIC	Extended Beginners All-purpose Symbolic Instruction Code
EBC	Eisa Bus Controller EDA EBCDIC
EBCDIC	Extended Binary Coded Decimal Interchange Code
EBCT	Electron Beam Computed Tomography
EBD	Emergency Boot Disk
EBI	Equivalent Background Input
EBIP	Enterprise Business Intelligence Portal
EBNF	Extended Backus-Naur Form
EBPP	Electronic Bill Presentment and Payment
EBROM	Electronic Book Read Only Memory
EBT	Electronic Benefits Transfer
ebXML	Electronic Business eXtensible Markup Language
EC	Electronic Commerce
ECAF	European Certification Authority Forum
ECAL	Enjoy Computing And Learn
ECAT	Electronic Card Assembly and Test
ECB	Electronic CodeBook
ECC	Error Correction Code
ECD	Enhanced Color Display
ECDL	European Computer Driving Licence
ECF	Enhanced Connectivity Facilities
ECHO	European Commission Host Organization
echs	Extended Cylinders, Heads, Sectors
ECHT	European Conference on Hypermedia Technology
ECI	External Call Interface
ECL	EClectic Language
ECLF	Extended Common Log Format
ECM	Electronic Control Module
ECMA	European Computer Manufacturing Association
ECML	Electronic Commerce Modeling Language
ECMP	Equal Cost Multipath Protocol
ECN	Explicit Congestion Notification
ECNE	Enterprise Certified Netware Engineer
ECOM	Electronic Computer Originated Mail
ECOOP	European Conference on Object Orientated Programming
ECP	Enhanced Communication Protocol
ECPA	Electronic Communication Privacy Act
ECPP	Enterprise Collaborative Processing Portal
ECR	Enterprise Customer Resource
eCRM	Electronic Customer Relationship Management
ECS	Element Construction Set
ECSA	Exchange Carriers Standards Association
ECTL	Electronic Communal Temporal Lobe
ECTS	European Consumer Trade Show
ECU	Eisa Configuration Utility
ED	End Delimiter
EDA	Electronic Design Automation
EDAC	Electromechanical Digital Adapter Circuit
EDB	Embedded DataBase
EDC	Easy Data Communication
EDDC	Extended Distance Data Cable
EDE	Encrypt-Decrypt-Encrypt
EDFA	Erbium Doped Fibre Amplifier
EDGAR	Electronic Data Gathering, Analysis and Retrieval
EDGE	Enhanced Data-rate for Gsm Evolution
EDI	Electronic Data Interchange
EDID	Extended Display Identification Data
EDIF	Electronic Design Interchange Format
EDIFACT	Electronic Data Interchange For Administration Commerce and Transport
EDIT	Emulsion Direct Imaging Technology
EDL	Edit Decision List
EDLC	Ethernet Data Link Control
EDM	Electronic Document Management
EDMS	Electronic Document Management System
EDO	Extended Data Output
EDOC	Enterprise Distributed Object Computing
EDODRAM	Extended Data Out Dynamic Random Access Memory
EDOS	Enhanced Disk Operating System
EDP	Electronic Data Processing
EDPM	Electronic Data Processing Machine
EDPS	Electronic Data Processing System
EDR	External Developer Release
EDRAM	Extended Dynamic Random Access Memory
EDS	Electronic Data Systems
EDSAC	Electronic Delay Storage Automatic Computer
EDSRA	Earth Data System Reference Application
EDT	Eastern Daylight Time
EDU	Engine Dispatchable Unit
EDVAC	Electronic Discrete Variable Automatic Computer
EDW	Enterprise Data Warehouse
EE	Extended Edition
EEA	Extended Enterprise Applications
EEC	Extended Error Correction
EEG	ElectroEncephaloGram
EEI	Equipment to Equipment Interface
EEL	Epsilon Extension Language
EEM	External Expansion Module
EEMA	European Electronic Messaging Association
EEMAC	Electrical & Electronic MAnufacturers of Canada
EEMS	Enhanced Expanded Memory Specification
EEP	Entry Exit Procedure
EEPRO	Ethernet Express PRO
EEPROM	Electrically Erasable Programmable Read Only Memory
EES	Escrow Encryption Standard
EESP	Enterprise Extended Services Portal
EET	Eastern European Time
EF	Expedited Forwarding
EFA	Extended File Attribute
EFCI	Explicit Forward Congestion Indication
EFF	Electronic Frontier Foundation
EFI	Electronics For Imaging
EFIGS	English, French, Italian, German, Spanish
EFL	Emitter Follower Logic
EFM	Eight to Fourteen Modulation
EFS	Encrypting File System
EFSP	Enhanced Fax Service Provider
EFT	Euro FileTransfer
EFTPoS	Point Of SaleElectronic Funds Transfer at Point Of Sale
EFTS	Electronic Funds Transfer at Point Of Sale
EGA	Enhanced Graphics Adapter
EGP	Exterior Gateway Protocol
EGREP	Extended Global Regular Expression Print
EGS	Enhanced Graphics System
EGSM	Extended Global System for Mobile communications
EHCI	Enhanced Host Controller Interface
EHF	Encoding Header Field
EHLLAPI	Emulator High-Level Language Application Programming Interface
EIA	Electronics Industries Association
EIAJ	Electronic Industry Association of Japan
EICAVR	European Institute for Computer Anti- Virus Research
EIDE	Enhanced Integrated Drive Electronics
EIGRP	Enhanced Interior Gateway Routing Protocol
EIO	Enhanced Input/Output
EIP	Enterprise Information Portal
EIR	Equipment Identity Register
EIS	Enterprise Information System
EISA	Extended Industry Standard Architecture
EISS	Europaeisches Institut für SystemSicherheit
EITAAC	Electronic and Information Technology Access Advisory Committee
EJB	Enterprise Java Bean
EJC	Electronic Journal of Communication
EKP	Enterprise Knowledge Portal
EL	ElectroLuminescent
EL1	Extensible Language One
ELAN	Emulated Local Area Network
ELC	Embedded Linking and Control
ELD	Electronic License Distribution
ELEC	Enterprise Local Exchange Carrier
ELF	Electronic Location Finder
ELH	Entity Life History
ELI	Embedded Lisp Interpreter
ELIC	Electronic Library Information Center
ELINT	ELectronic INTelligence
ELK	Extension Language Kit
ELLIS	EuLisp LInda System
ELM	ELectronic Mail
ELOD	Erasable Laser Optical Disk
ELP	Equational Logic Programming
ELS	Entry Level System
ELSA	ELektronische SAchen
ELSNET	European Language and Speech NETwork
EM	Enterprise Management
EMA	Electronic Mail Association
EMACS	Editing MACroS
EMB	Extended Memory Block
EMBARC	Electronic Mail Broadcast to A Roaming Computer
EMBM	Environment-Mapped Bump Mapping
EMC	E-Mail Connection
EMEA	Europe, Middle East and Africa
EMF	Enhanced MetaFile
EMI	ElectroMagnetic Interference
EML	Element Management Layer
EMM	Expanded Memory Manager
EMMA	European MultiMedia Award
EMMP	Enterprise Mission Management Portal
EMO	Exchange Messaging Outlook
EMR	ElectroMagnetic Radiation
EMS	Energy Management System
EMSAPI	Extended Messaging Services Application Programming Interface
EMSC	Electronic Mail Standards Committee
EMT	Eastern Mediterranean Time
EMV	Europay, Mastercard and Visa
EMWAC	European Microsoft Windows nt Academic Centre
EMX	Enterprise Messaging eXchange
EN	Europa Norm
ENA	Electronic Networking Association
ENC	ENCoded
ENDC	European Network Design Center
ENDEC	ENcoder/DECoder
ENDS	END of Segment
ENIAC	Electronic Numerical Integrator Analyzer and Computer
ENQ	ENQuiry
ENS	Enterprise Network Services
ENSS	Exterior Nodal Switching Subsystem
ENT	Enterprise Network Tools
EO	Europe Online
EOA	End Of Address
EOB	End Of Block
EOC	End Of Character
EOD	End Of Data
EOF	End Of File
EOI	End Or Identify
EOJ	End Of Job
EOL	End Of Line
EOM	End Of Message
EON	Edge Of Network
EOP	End Of Procedure
EOR	Electro-Optical Reconnaissance
EOS	Earth Observing System
EOSDIS	Earth Observing System Data and Information System
EOT	End Of Transmission
EoU	Ease Of Use
EOUG	European Oracle User Group
EP	Exchange Provider
EPA	Enhanced Performance Architecture
EPAC	Enhanced Perceptual Audio Coder
EPIC	Electronic Privacy Information Center
EPL	Effective Privilege Level
EPLD	Electrically Programmable Logic Device
EPM	Enhanced editor for Presentation Manager
EPO	Electronic Public Offering
EPP	Enhanced Parallel Port
EPRI	Electric Power Research Institute
EPROM	Erasable Programmable Read Only Memory
EPRPI	Enhanced Primary Rate Peripheral Interface
EPS	Encapsulated PostScript
EPSF	Encapsulated PostScript Files
EPSI	Encapsulated PostScript Interchange
EQD	English Query Domain
EQP	EQuiPment
ER	Entity Relationship
ER/RC	Extended Result/Response Code
ERA	Extended Registry Attributes
ERA/O	Embedded Remote Access Option
ERAS	Electronic Routing and Approval System
ERD	Emergency Repair Disk
ERIC	Educational Resources Information Center
ERIN	Environmental Resources Information Network
ERLL	Enhanced Run Length Limited
ERM	Enterprise Relationship Management
ERMA	Electronic Recording Method, Accounting
ERMS	Email Response Management System
EROM	Erasable Read Only Memory
EROS	Earth Resources Observation System
ERP	Enterprise Resource Planning
ERR	ERRor
ERU	Emergency Recovery Utility
ES	Extra Segment
ESA	Enterprise Systems Architecture
ESB	Enterprise Service Bus
ESC	Eisa System Component
ESC/P	Epson Standard Code for Printers
ESCD	Extended System Configuration Data
ESCM	Extended Services Communications Manager
ESCON	Enterprise System CONnection
ESCSI	Embedded Small Computers System Interface
ESD	ElectroStatic Discharge
ESDF	Electronic Document Systems Foundation
ESDI	Enhanced Small Device Interface
ESDRAM	Enhanced Synchronous Dynamic Random Access Memory
ESDS	Entry Sequenced Data Set
ESE	Exchange Server Enterprise
ESF	Extended SuperFrame
ESI	Edge Side Include
ESIS	End System to Intermediate System
ESM	Enterprise System Management
ESMA	Extended Server Memory Architecture
ESMD	Embedded Storage Module Disk
ESME	External Short Message Entity
ESMR	Enhanced Specialized Mobile Radio
ESMTP	Extended Simple Mail Transfer Protocol
ESN	Electronic Switched Network
ESNET	Energy Sciences NETwork
ESP	Eudora Sharing Protocol
ESPRIT	European Strategic Program of Research and development in Information Technology
ESR	Event Service Routine
ESRB	Entertaining Software Rating Board
ESRO	Efficient Short Remote Operation
ESS	Electronic Switching System
ESSID	Extended Service Set IDentifier
EST	Eastern Standard Time
ESTT	E-mail Server Test Tool
ESU	ElectroStatic Unit
ET	Enhancement Technology
ETACS	Extended Total Access Communication System
ETANN	Electrically Trainable Analog Neural Network
ETB	End of Transmission Block
ETC	Enhanced Throughput Cellular
ETF	Enriched Text Format
ETFTP	Enhanced Trivial File Transfer Protocol
ETIS	European Telecommunications Information Service
ETL	Extract, Transform and Load
ETLA	Extended Three Letter Acronym
ETML	Extract, Transform, Move, and Load
ETOM	Electron-Trapping Optical Memory
ETPL	Endorsed Tempest Products List
ETR	Etsi Technical Report
ETS	Econometric Time Series
ETSI	European Telecommunication Standards Institute
ETX	End of TeXt
EU	Execution Unit
EUC	Extended Unix Code
EUI	End-User Interface
EULA	End User License Agreement
EUNET	European Unix NETwork
Euro CASE	EUROpean Council of Applied Sciences and Engineering
EUUG	European Unix Users Group
EUV	Extreme Ultra Violet
EUVL	Extreme UltraViolet Lithography
EVA	Economic Value Added
EVE	Extensible Vax Editor
EVGA	Extended Video Graphics Adapter
EVLIW	Encapsulated Very Long Instruction Word
EVM	Embedded Virtual Machine
EVS	Economic Value Sourced
EW	Electronic Warfare
EWAN	Emulator Without A Name
EWN	Enterprise Wide Network
EWOS	European Workshop for Open Systems
EWS	Early Warning Status
ExCA	EXchangeable Card Architecture
EXE	Executable
EXE2BIN	EXEcutable To BINary
EXP	EXPonent
EXT	EXTernal
EXTRA	EXecutionTRace Analyzer
EXTRN	EXecution TRace Analyzer
EXUG	European X Users Group f femto
F/T	Full Time
F/V	Frequency to Voltage converter
FAB	FABrication plant
FAC	File Access Code
FACE	Framed Access Command Environment
FACS	Facility fir Access Control and Security
FAIL	Fast Artificial Intelligence Language
FAMOS	Floating gate Avalanche Metal Oxide Semiconductor
FANS	Future Air Navigation System
FAP	File Access Protocol
FAPI	Family Application Programming Interface
FAQ	Frequently Asked Question
FAR	Fixed Alternative Routing
FARE	Film Automatic Retouching and Enhancement
FARNET	Federation of American Research NETworks
FASIC	Function and Algorithm-Specific Integrated Circuit
FASMI	False Analysis of Shared Multidimensional Information
FAST	First Application System Test
FAT	File Allocation Table
FAT12	File Allocation Table 12 bits
FAT16	File Allocation Table 16 bits
FAT32	File Allocation Table 32 bits
FAX	FACSimile
FAZAM	Full Armor Zero AdMinistration
FB	Fiber optic Backbone
FBC	Find By Content
FBRAM	Frame Buffer Random Access Memory
FC	Fiber Channel
FC/AL	Fiber Channel/Arbitrated Loop
FC/EL	Fiber Channel/Enhanced Loop
FCA	Flow Control Acknowledge
FCB	File Control Block
FCBS	File Control BlockS
FCC	Federal Communications Commission
FCCSET	Federal Coordinating Council for Science, Engineering and Technology
FCFS	First Come, First Served
FCI	Flow Control Indicator
FCIF	Flexible Computer Interface Form
FCL	Fibre Channel Loop
FCO	First Class Object
FCP	Fibre Channel Protocol
FCPH	Fibre Channel PHysical and signaling interface
FCR	FIFO Control Register
FCRAM	Fast-Cycle Random Access Memory
FCS	Fiber Channel Standard
FD	Flat Display
FDBMS	Federated Database Management System
FDC	Floppy Disk Controller
FDCN	Financial Data Cast Network
FDCT	Forward Discrete Cosine Transform
FDD	Floppy Disk Drive
FDDI	Fiber Digital Device Interface
FDDITPPMD	Fiber Distributed Data Interface Twisted Pair-Physical layer, Medium Dependent
FDE	Full Duplex Ethernet
FDF	Forms Data Format
FDFS	File Descriptor File System
FDL	File Definition Language
FDM	Frequency-Division Multiplexing
FDMA	Frequency-Division Multiple Access
FDOCA	Formatted Data Object Content Architecture
FDSL	Fractional Digital Subscriber Line
FDx	Full DupleX
FE	Family Edition
FEA	Finite Element Analysis
FEBE	Far End Block Error
FEC	Forward Error Correction
FECN	Forward Explicit Congestion Notification
FED	Field Emitting Display
FEFO	First-Ended, First-Out
FEK	File Encryption Key
FEM	Finite Elemente Methode
FEP	Finite Elements Method
FEPI	Front End Programming Interface
FEPROM	Flash EPROM
FER	Forward Error Correction
FeRAM	FErroelectric Random Access Memory
FERC	Federal Energy Regulatory Commission
FESDK	Far East Software Development Kit
FET	Field-Effect Transistor
FF	Flip-Flop
FFDC	First Failure Data Capture
FFIF	File Format for Internet Fax
FFJ	Forte For Java
FFOL	Fddi Follow-On-LAN
FFS	Fast FileSystem
FFST	First Failure Support Technology
FFT	Fast Fourier Transform
FG	Floating Gate
FGREP	Fixed Global Regular Expression Print
FH	Frequency Hopping
FHS	Fan Heat-Sink
FHSS	Frequency Hopping Spread Spectrum
FIB	Forwarding Information Base
FICON	FIber CONnection
FID	Filtering IDentifier
FIF	Fractal Image Format
FIFO	First In First Out
FIFOFS	First In First Out File System
FILO	First In Last Out
FIN	Functional Identification Number
FIOC	Frame Input/Output Controller
FIP	File Processor Buffering
FIPA	Foundation for Intelligent Physical Agents
FIPS	Federal Information Processing Standard
FIR	Fast Infrared
FIRST	ForschungsInstitut fër Rechnerarchitektur und SoftwareTechnik
FIS	Frontline Information System
FIST	ForschungsInstitut für Rechnerarchitektur und SoftwareTechnik
FITS	Flexible Image Transport System
FIU	Fingerprint Identification Unit
FIX	Federal Internet eXchange
FK	Foreign Key
FL	Fiberoptic Link
FLA	Four Letter Acronym
FLACC	Full Level Algol Checkout Compiler
FLAG	Fiber-optic Link Around the Globe
FLC	Ferroelectric Liquid Crystal
FLD	FieLD
FLEA	Four Letter Extended Acronym
FLL	Foxpro Link Library
FLOPS	FLoating-point Operations Per Second
FM	Fault Management
FMA	Fused Multiply-Add
FMD	Fluorescent Multilayer Disk
FMH	Function Management Header
FMRI	Functional Magnetic Resonance Imaging
FMS	File Management System
FMT	ForMaT
FMV	Full Motion Video
FNC	Federal Networking Council
FNT	FoNT
FO	Fiber Optic
FOC	Fiber Optic Cable
FOCUS	FOrum of Control data USers
FOD	Fax On Demand
FOG	First Osborne Group
FOIP	Fax Over Internet Protocol
FOIRL	Fiber Optic Inter Repeater Link
FOLDOC	Free On-Line Dictionary Of Computing
FOLED	Flexible Organic Light Emitting Diode
FOMAU	Fiber Optic Media Access Unit
FON	Fiber Optics Network
FOOBAR	Ftp Operation Over Big Address Records
FOOT	Forum for Object Oriented Technology
FOP	Formatting Objects Processor
FOR	FORtran
FORTRAN	FORmula TRANsactor
FOSE	Federal Office Systems Exposition
FOSI	Format Option Specification Instance
FOSSIL	Fido/Opus/Seadog Standard Interface Layer
FOT	Fiber Optic Transceiver
FOX	Field Operational X.500
FP	Floating Point
FPA	Floating Point Accelerator
FPC	Floating Point Calculation
FPCE	Floating-Point C Extension
FPD	Flat Panel Display
FPDU	Ftam Protocol Data Unit
FPE	Floating Point Engine
FPGA	Field Programmable Gate Array
FPI	Floating-Point Interface
FPIM	Fax Profile for Internet Messaging
FPLA	Field Programmable Logic Array
FPLMTS	Future Public Land Mobile Telecommunications System
FPLS	Field Programmable Logic Sequencer
FPM	Fast Packet Multiplexing
FPMPMI	Flat Panel Monitor Physical Mounting Interface
FPO	Frame Pointer Omission
FPP	Fixed Path Protocol
FPR	Floating-Point Register
FPS	Fast Packet Switching
FPSE	FrontPage Server Extensions
FPT	Forced Perfect Termination
FPU	Floating-Point Unit
FPX	FlashPiX
FQDN	Fully Qualified Domain Name
FRAD	Frame Relay Access Device
FRAG	FRAGment
FRAM	Ferroelectric Random-Access Memory
FRAP	Frame Relay Access Probe
FRC	Frame Rate Control
FRED	FRame EDitor
FRF	Floating point Register File
FRICC	Federal Research Internet Coordinating Committee
FRL	Frame Representation Language
FRM	Forward Resource Management
FRPI	Flux Reversals Per Inch
FRR	Functional Recovery Routine
FRS	Family Radio Service
FRU	Field-Replaceable Unit
FRUNI	Frame Relay User Network Interface
FS	Frame Status
FSA	Fluidic Self-Assembly
FSAA	Full-Scene Anti-Aliasing
FSAG	Free Software Association of Germany
FSAM	Federated Storage Area Management
FSB	Front Side Bus
FSCK	File System Consistency checK
