##name	Harry Potter Books
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##author	Payam Riahi
##email	payam_riahi_samani@yahoo.com
##description	This is a dictionary of all harry potter books' words and idioms that you can find the meaning of them easily and fast here.
##browsingEnabled	
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##bgl_creationTime	2008/07/04, 10:45
##bgl_middleUpdated	2008/07/04, 13:58
Accio	Incantation for a summoning charm.<BR>
Mandragora	Another word for Mandrake.<BR>
Mandrake	Powerful restorative used to return cursed or transfigured people to their natural state. The cry of the Mandrake is fatal to anyone who hears it. Also known as Mandragora.
Marauder's Map	A map that shows all the secret passageways and the whereabouts of everyone in Hogwarts. Harry and Ron use it to get to Hogsmeade.
Maxime, Olympe|Maxime|Olympe	Head of Beauxbatons Academy. Because of her size, Madame Maxime is believed to be half giant. She has black eyes and olive skin.
McGonagall, Professor Minerva|McGonagall|Minerva|Professor	Deputy Headmistress of Hogwarts. She is a rather serious-looking woman, with jet-black hair scraped into a tight bun on her head. She wears square glasses and an emerald green cloak. Professor McGonagall is Head of Gryffindor House and the Transfiguration teacher.
McKinnon, Marlene|Marlene|McKinnon	A member of the original Order of the Phoenix. Killed by Death Eaters.<BR>
McLaggen, Cormac|Cormac|McLaggen	A student who is part of the “Slug Club” and temporarily replaces Ron as Keeper.
Meliflua, Araminta|Araminta|Meliflua	Cousin of Sirius Black’s mother.<BR>
Merlin	Name of a wizard depicted on a wizard trading card.<BR>
Merpeople	Underwater dwellers who build cities at the bottom of lakes. They have fishtails, green hair , and grey skin, and they fish with spears. Above water their voices are unintelligible unless one speaks Mermish.
Metamorph Medals	Medals that when worn around the neck gives the wearer the ability to change their appearances at will.
Metamorphmagu	One who can change his or her appearance at will.<BR>
Midgeon, Eloise|Eloise|Midgeon	Hogwarts pupil who accidentally removed her nose when trying to cure her acne.
Mimbulus Mimbletonia	<I> </I>A plant that Neville gets for his birthday. Has an amazing defense mechanism that shoots dark green liquid when poked.
Mimsy-Porpington, Sir Nicholas de|Sir Nicholas	Resident ghost of Gryffindor Tower. Also known as Nearly Headless Nick.
Ministry of Magic	Government agency that tries to regulate and keep the activities of witches and wizards secret from non-magical people.
Mirror of Erised	Magical mirror that shows the onlooker their heart's desire.<BR>
Moaning Myrtle|Myrtle	Ghost girl at Hogwarts who hides in a girls' toilet.<BR>
Mobilarbus	Spell to move objects.<BR>
Mobilicorpus	Spell to move someone who can't walk.<BR>
Monkshood	Plant used in potions. Also known as aconite or wolfsbane.<BR>
Monster Book of Monsters	Large green book of monsters. Required reading for third years. Must be stroked down the spine or it will bite your fingers and/or skitter away.<BR>
Moody, Alastor|Alastor|Moody	Retired Auror hired to teach Defense Against the Dark Arts in Harry's fourth year. Known as Mad-Eye Moody since he lost an eye in the fight against Voldemort and his supporters, and replaced it with a magical eye. Badly scarred and has a wooden leg. A member of the Order of the Phoenix.
Moony	Professor Lupin's nickname at Hogwarts.
Morgana	A witch depicted on a wizard trading card<BR>
Morsmordre	Spell to conjure the Dark Mark.<BR>
Mostafa, Hassan|Hassan|Mostafa	Chairwizard of the International Association of Quidditch. He is Egyptian, small and bald with a huge moustache.
Mudblood	Term used to describe a person of non-magic parentage. Considered a great insult.
Muffliato	A spell that fills the ears of anyone nearby with an unidentifiable buzzing.Particularly useful for talking in class.
Muggle	Person totally without magical powers. Muggles live in ignorance of the world of wizards and witches.
Muggle Studies	Class taken by wizarding folk to study non-magical people.
N.E.W.Ts	Nastily Exhausting Wizarding Tests. Higher-level examinations at Hogwarts.
Nagini	A very large, venomous female snake kept by Voldemort.<BR>
Nearly Headless Nick	Resident ghost of Gryffindor Tower. So called because his beheading was not completely successful. Full name is Sir Nicholas de Mimsy-Porpington.
Niffler	Magical creature that can find buried treasure. Nifflers are black and fluffy with long snouts and spadelike feet.
Nimbus 2000	Type of broomstick. Harry's first broomstick.<BR>
Nimbus 2001	The successor to the Nimbus 2000 broomstick.<BR>
Norbert	Name of Hagrid's Norwegian Ridgeback dragon.<BR>
Norris, Mrs.|Norris	Name of Filch's cat. She is a scrawny-looking, dust-colored cat with bulging eyes. Students must be wary not to break rules in front of her for she will run to Filch and report them.
Norwegian Ridgeback	A very rare breed of dragon. Hagrid had one as a pet for a while.
Nosebleed Nougat	Trick candies that cause your nose to bleed continually. Invented by Fred and George.
Nox	Spell to extinguish the light from your wand.<BR>
Number Twelve Grimmauld Place	The Black family house in London; headquarters of the revitalized Order of the Phoenix.<BR>
O.W.Ls	Ordinary Wizarding Levels. The standard-level examinations at Hogwarts.<BR>
Obliviate	Memory spell that makes the subject forget a piece of information.<BR>
Obliviator	Member of an Accidental Magic Reversal Squad. They work for the Improper Use of Magic Office.
Occlumency	The magical defense of the mind against external penetration. An obscure branch of magic, but a highly useful one. Harry takes Occlumency lessons from Snape.
Ollivanders	Diagon Alley wand shop. 'Makers of Fine Wands since 382 B.C.'<BR>
Omnioculars	Binoculars with slow-motion and replay settings.<BR>
Oppugno	A spell that makes magical birds attack.<BR>
Order of the Phoenix,The|Order of  Phoenix|Order of the Phoenix	A secret society founded by Dumbledore dedicated to fighting against Lord Voldemort. Its first incarnation ended with Voldemort’s attempt to kill baby Harry and subsequent downfall; Dumbledore revived it after Harry’s fourth year to fight the rejuvenated Dark Lord and Death Eaters.
Padfoot	Sirius Black's nickname at Hogwarts.
Paracelsus	A wizard depicted on a wizard trading card . His real name was Theophrastus Bombastus von Hohenheim.
Parkinson, Pansy|Pansy|Parkinson	Hogwarts pupil in the same year as Harry, in Slytherin House. She has a pug-like face, and becomes a prefect in their fifth year.
Parselmouth	Wizard who can talk to snakes - a very rare trait often thought to be the sign of a Dark wizard.
Parseltongue	Language spoken by a Parselmouth<BR>
Patil, Padma|Padma|Patil	Hogwarts pupil in the same year as Harry, in Ravenclaw House. Twin sister of Parvati Patil.
Patil, Parvati|Parvati|Patil	Hogwarts pupil in the same year as Harry, in Gryffindor House. Twin sister of Padma Patil and best friend of Lavender Brown.
Patronus	Positive force which acts as protection from a Dementor. It is conjured up by the incantation “Expecto patronum”.
Peaks, Jimmy|Jimmy|Peaks	Gryffindor’s newest Beater.<BR>
Peeves	Hogwarts' resident poltergeist. Tries to get students in trouble and loves causing havoc at any opportunity.
Pensieve	Storage device for thoughts and memories. It looks like a stone basin holding a silvery liquid.
Pepper Imps	Wizarding sweets available from Honeydukes in Hogsmeade. Make you smoke at the mouth.
Pepper-Up Potion	Magical restorative.<BR>
Peppermint Toads	Toad-shaped peppermint sweets that hop about in the stomach after they've been eaten.
Peruvian Instant Darkness Powder	A powder sold at Weasleys’ Wizard Wheezes. Imported from Peru, it casts an instant darkness around everyone but the user.<BR>
Petrificus Totalus	Spell to bind arms and legs together<BR>
Pettigrew, Peter|Peter|Pettigrew	Friend of James Potter, Harry's father, while at Hogwarts. His nickname was wormtail.
Phoenix	Rare bird that bursts into flames and rises from its ashes. Their tears can heal wounds. Albus Dumbledore has a pet phoenix, Fawkes.
Pigwidgeon	Name of a young grey owl belonging to Ron Weasley. Often called Pig for short.
Pince, Madam|Madam|Pince	Librarian at Hogwarts.<BR>
Platform nine and three-quarters	The platform at King's Cross Station where students gather to board the Hogwarts Express.<BR>
Pocket Sneakoscope	Small wizarding toy - a spinning glass top that lights up when there is somebody or something suspicious around.
Podmore, Sturgis|Podmore|Sturgis	A member of the revitalized Order of the Phoenix.<BR>
Polyjuice Potion	Potion that will allow the drinker to take on the appearance of another person for one hour.
Pomfrey, Madam Poppy|Madam|Pomfrey|Poppy	Matron at Hogwarts.
Portkey	Object that transports wizards to a prearranged place. As soon as you touch the Portkey, you are whisked to the destination. Any object can be turned into a Portkey.
Potions	Class at Hogwarts to learn how to brew magical potions. Professor Snape is Potions master at Hogwarts.
Potter, Harry|Potter|harry	Student at Hogwarts. Famous for having survived an attack by Lord Voldemort in infancy.
Potter, James|James|Potter	Harry's father.<BR>
Potter, Lily|Lily|Potter	Harry's mother, born to Muggles but married a wizard. Lily is the sister of Petunia Dursley who is decidedly un-wizardly.
Prang, Ernie|Ernie|Prang	Driver of the Knight Bus<BR>
Prewett, Fabian|Fabian|Prewett	A member of the original Order of the Phoenix; brother to Gideon; killed by the Death Eaters.
Prewett, Gideon|Gideon|Prewett	A member of the original Order of the Phoenix; brother to Fabian; killed by the Death Eaters.
Prior Incantato	Incantation that reveals the most recent spell or spells a wand has performed.<BR>
Privet Drive	The street where Harry lives with the Dursleys.<BR>
Prongs	James Potter's nickname at Hogwarts.<BR>
Protean Charm	A spell Hermione uses to bewitch coins to inform D.A. members of the time and date of their next meeting.
Ptolemy	A wizard depicted on a wizard trading card.<BR>
Puking Pastilles	Trick candy that causes you to vomit uncontrollably. Invented by Fred and George.
Pumpkin juice	Wizarding drink.<BR>
Pumpkin pasty	Wizarding food.<BR>
Put-Outer	Device resembling cigarette lighter, used to turn street-lamps on and off.Used by Albus Dumbledore.
Pygmy Puffs	Miniature Puffskeins. Fred and George breed and sell them in their joke shop.<BR>
Quaffle	Red ball used for scoring in Quidditch.<BR>
Quality Quidditch Supplies|Quidditch	Quidditch shop in Diagon Alley.<BR>
Quick-Quotes Quill	Pen that writes tabloid journalism by itself.<BR>
Quidditch	The wizarding national sport. Played on broomsticks by seven players: three Chasers, one Keeper, two Beaters, and one Seeker. Played with four balls: the Quaffle (red) is used for scoring; two Bludgers (black) which try to knock players off their brooms; one Golden Snitch (bright gold with silver wings). The Chasers throw the Quaffle to each other and try to score by throwing the Quaffle through one of the six hoops. Ten points every time a player scores. The Keeper guards the goalposts and tries to prevent the Chasers from<BR>scoring. The Beaters try to keep the Bludgers away from their team and knock them towards the opposing team. The Seeker tries to catch the Golden Snitch. Whichever team catches the Golden Snitch earns 150 points. The game ends when the Snitch is caught.
Quietus	Command that reverses the charm Sonorus.<BR>
Quirrell, Professor|Professor|Quirrell	Defence Against the Dark Arts teacher at Hogwarts in Harry's first year.
Ravenclaw House|Ravenclaw	One of the four school houses in Hogwarts, founded by Rowena Ravenclaw. The Ravenclaw symbol is an eagle. The resident ghost is the Grey Lady.
Ravenclaw, Rowena|Ravenclaw|Rowena	One of the four founders of Hogwarts. Ravenclaw House was named after her.
Red Cap	Goblin-like creature found in places where bloodshed has occurred. They lie in wait to bludgeon the lost.
Reducio	Shrinking charm.<BR>
Reductor curse	A curse that blasts apart a solid object. The incantation is “Reducto!”<BR>
Relashio	Spell to make someone let go of something.<BR>
Remembrall	Magical glass ball, the size of a large marble, filled with white smoke. The smoke turns red to tell you that there is something you have forgotten to do.
Reparo	Repairing charm.<BR>
Rictusempra	Tickling spell.<BR>
Riddickulus	Spell to make a Boggart take on another appearance.<BR>
Riddle House	Deserted former home of Voldemort's father, in the village of Little Hangleton.
Riddle, Tom Marvolo|Marvolo|Riddle|Tom	The young Lord Voldemort, who attended Hogwarts.
Ripper	Aunt Marge's dog.<BR>
Robbins, Demelza|Demelza|Robbins	Chaser on the Gryffindor Quidditch team.<BR>
Ronan	Name of a centaur in the Forbidden Forest.<BR>
Room of Requirement	A room that a person can only enter when he or she has real need of it. When it appears it is always equipped for the seeker’s needs. Also known to the house-elves as the Come and Go Room.
Rosmerta, Madam|Madam|Rosmerta	Publican of the Three Broomsticks pub in Hogsmeade.<BR>
Scabbers	Ron Weasley's pet rat. He once belonged to Ron's older brother Percy Weasley.
Scamader, Newt|Newt|Scamader	Author of <I>Fantastic Beasts and Where to Find Them</I>.<BR>
Scourgify	The incantation for the Vanishing Spell.<BR>
Scrimgeour, Rufus|Rufus|Scrimgeour	The Minister of Magic who takes over from Cornelius Fudge.<BR>
Secrecy Sensor	Antenna that vibrates when it detects concealment and lies.
Sectumsempra	A curse that slashes its victim open as a sword would.<BR>
Seeker	Quidditch player who tries to catch the Golden Snitch.<BR>
Self-shuffling Playing Cards	Wizarding playing cards that shuffle themselves.
Shacklebolt, Kingsley|Kingsley|Shacklebolt	A member of the revitalized Order of the Phoenix.
Shield Charm	Casts a temporary invisible wall around you to deflect minor curses.<BR>
Shrieking Shack	Supposed to be the most haunted building in Britain. Situated in the town of Hogsmeade.
Shunpike, Stan|Shunpike|Stan	Conductor on the Knight Bus.<BR>
Sickle	Silver wizarding money. There are seventeen Sickles in one Galleon.<BR>
Silencio	The incantation for the Silencing Charm.
Sinistra, Professor|Professor|Sinistra	Teacher of Astronomy at Hogwarts.<BR>
Skeeter, Rita|Rita|Skeeter	Journalist. She is nosy and malicious, and has stiff blond curls.<BR>
Skele-Gro	Potion used to re-grow bones after they have been removed.<BR>
Skiving Snackboxes	Joke “treats” created by Fred and George Weasley. Students take one to get sick and out of class, and then another to eliminate the effects of the first.
Sleekeazy's Hair Potion	Tames bushy hair.
Slinkhard, Wilbert|Slinkhard|Wilbert	Author of <I>Defensive Magical Theory.</I><BR>
Slug Club	Horace Slughorn’s hand picked club of chosen students who have great magical talent or connections with famous people.
Slughorn, Horace|Horace|Slughorn	Professor at Hogwarts. Was once the Head of Slytherin. Creates the “Slug Club”.
Slytherin House|Slytherin	One of the school houses in Hogwarts. Founded by Salazar Slytherin. The Slytherin symbol is a snake. The resident ghost is the Bloody Baron. Harry's archenemy, Draco Malfoy, is in Slytherin. Professor Snape is Head of Slytherin House.
Slytherin, Salazar|Salazar|Slytherin	One of the four founders of Hogwarts. Slytherin house is named after him. Created the Chamber of Secrets.
Smeltings	Dudley Dursley's private school. Uncle Vernon also attended.<BR>
Snape, Severus|Severus|Snape	Potions master at Hogwarts. He is tall and thin with sallow skin, greasy black hair and a hooked nose. He hates Harry Potter. Head of Slytherin house.
Snape, Tobias|Snape|Tobias	Severus Snape’s father<BR>
Sneakoscope	Glass spinning top that lights up and spins when there is someone untrustworthy around.
Society for the Promotion of Elfish Welfare	Activist group organized by Hermione in her fourth year at Hogwarts. You must not call it Spew.
Sonorus	Charm to magnify one's voice.<BR>
Sorcerer's Stone	Legendary stone which will transform any metal into pure gold. It also produces the Elixir of Life, which will make the drinker immortal. The only known stone belongs to Nicholas Flamel, Albus Dumbledore's former alchemy partner.
Sorting Hat	The hat that decides which House students shall be in while at Hogwarts.
Specialis Revelio	A spell used to reveal any bewitching or hexings on an object.<BR>
Spellotape	Wizarding repair tape. It was used by Ron Weasley to mend his broken wand.
Spinner's End	A street in an unidentified town where Severus Snape has a house.<BR>
Spinnet, Alicia|Alicia|Spinnet	One of the Chasers on the Gryffindor Quidditch team. She is two years above Harry at Hogwarts.
Splinching	Injury caused by careless Apparating: part of the Apparating person's body is left behind.
Spore, Phyllida|Phyllida|Spore	Author of <I>One Thousand Magical Herbs</I>.<BR>
Sprout, Professor|Professor|Sprout	Herbology professor at Hogwarts. Uses Mandrakes to cure petrified creatures.
Squib	Someone born without magical powers in a magical family.<BR>
Stinksap	Green liquid that shoots from a <I>Mimbulus Mimbletonia</I>. It’s green and smells like rancid manure.
Stupefy	Stunning spell.<BR>
Swelling Solution	Potion that causes body parts to swell to enormous proportions.<BR>
Switch, Emeric|Emeric|Switch	Author of <I>A Beginner's Guide to Transfiguration</I>.<BR>
Tarantallegra	Dancing spell.<BR>
Tergeo	A spell that siphons off liquid.<BR>
The Quibbler	A tabloid newspaper in the Wizard world, edited by Luna Lovegood’s father.<BR>
Thestrals	Fleshless winged horses that pull the carriages to Hogwarts. They can only been seen by people who have witnessed death.
Thomas, Dean|Dean|Thomas	Hogwarts pupil in the same year as Harry, in Gryffindor house. His best friend is Seamus Finnigan. Dean comes from a Muggle background.
Three Broomsticks, the|Three Broomsticks	Pub in Hogsmeade.<BR>
Time-Turner|Time Turner	Hourglass that allows the wearer to travel back in time.<BR>
Ton-Tongue Toffee	Trick candy that causes the tongue to swell enormously. Invented by Fred and George Weasley.
Tonks, Andromeda|Andromeda|Tonks	Nymphadora Tonks’s mother.<BR>
Tonks, Nymphadora|Nymphadora|Tonks	A member of the revitalized Order of the Phoenix. A Metamorphmagus. Prefers to be called Tonks.
Tonks, Ted|Ted|Tonks	Nymphadora Tonks’s father.<BR>
Toothflossing Stringmints	Wizarding sweets that floss your teeth while you suck them.
Transfiguration	The art of turning one thing into another.<BR>
Transfiguration Today	Specialist wizarding magazine about Transfiguration.
Trelawny, Professor Sybill|Professor|Sybill|Trelawny	Divination teacher at Hogwarts. Has a liking for (wrongly) predicting student deaths every year at Hogwarts. She is very thin with large glasses that magnify her eyes so much that she looks like a giant insect. She has made two real predictions in her life.
Trevor	Neville Longbottom's pet toad.<BR>
Trimble, Quentin|Quentin|Trimble	Author of <I>The Dark Forces: A Guide to Self-Protection</I>.
Triwizard Tournament	Competition between the three largest European schools of witchcraft and wizardry: Hogwarts, Beauxbatons and Durmstrang. Each school selects a champion, and the champions compete in three magical tasks. The prize money is 1000 Galleons. The Triwizard Tournament was first established some 700 years ago.
Trueblood	Someone born to pure magical parents.<BR>
Twycross, Wilkie|Twycross|Wilkie	The Apparition instructor from the Ministry of Magic.
Umbridge, Dolores Jane|Dolores|Jane|Umbridge	Senior Undersecretary to the Minister of Magic; Defense Against the Dark Arts teacher in Harry’s fifth year.
Unbreakable Vow	A magical vow that requires the person who takes it to complete the avowed mission or die.
Unforgivable Curses	The three Unforgivable Curses are Avada Kedavra, the Imperius Curse and the Cruciatus Curse.
Unicorn	Mythical white horse-like creature with golden mane and a golden horn sprouting from the head. Innocent, beautiful creatures. Tail hair and horn can be used in magic. Dark wizards have been known to kill unicorns and drink their blood; this will sustain the life of the drinker but at a grave price.
Unspeakable	Employee of the Department of Mysteries. No one knows what they do.<BR>
Vablatsky, Cassandra|Cassandra|Vablatsky	Author of <I>Unfogging the Future</I>, a guide to basic fortune-telling methods.
Vampire	Evil creature that roams the night feeding on the blood of living beings. Cannot go out in the daylight.
Vance, Emmeline|Emmeline|Vance	A member of the revitalized Order of the Phoenix.<BR>
Vane, Romilda|Romilda|Vane	A girl at Hogwarts who has a crush on Harry.<BR>
Vector, Professor|Professor|Vector	Arithmancy teacher at Hogwarts.<BR>
Veela	Beautiful women with white-gold hair. Men are hypnotically fascinated by them. When enraged, Veela grow beaks and scaly wings.
Venomous Tentacula	A magical plant.<BR>
Veritaserum	Powerful Truth Potion. Its use is restricted by the Ministry of Magic.<BR>
Vindictus, Viridian|Vindictus|Viridian	Author of <I>Curse and Countercurse (Bewitch Your Friends and Befuddle Your</I> <I>Enemies with the Latest Revenges: Hair Loss, Jelly-Legs, Tongue-Tying and</I> <I>Much, Much More).</I>
Violet	A wizened witch, whoi lives in a painting in a room next to the Great Hall in Hogwarts; a friend of the Fat Lady..
Voldemort, Lord|Lord|Voldemort	Evil Wizard greatly feared by wizarding folk. His dark reputation is such that his name is hardly ever spoken out loud. Most wizards will only refer to him as He-Who-Must Not-Be-Named or You-Know-Who. Disappeared from view after the death of James and Lily Potter following a battle that left Harry an orphan and bearing a lightning scar on his forehead.
WWN	The Wizarding Wireless Network.<BR>
Waffling, Adalbert|Adalbert|Waffling	Author of <I>Magical Theory</I>.<BR>
Wand	Implement used by wizards for magic. Available from Ollivanders in Diagon Alley.
Weasley, Arthur|Arthur|Weasley	Ron Weasley's father. Head of the Misuse of Muggle Artifacts Office at the Ministry of Magic.
Weasley, Bill|Bill|Weasley	Ron Weasley's brother. Works for Gringotts Bank in Africa.<BR>
Weasley, Charlie|Charlie|Weasley	Ron Weasley's brother. Studying dragons in Romania.<BR>
Weasley, Fred|Fred|Weasley	One of Ron Weasley's older brothers and two years ahead oh him at Hogwarts. Twin to George. In Gryffindor House.
Weasley, George|George|Weasley	One of Ron Weasley's older brothers and two years ahead oh him at Hogwarts. Twin to George. In Gryffindor House.
Weasley, Ginny|Ginny|Weasley	Ron Weasley's younger sister. Idolizes Harry. One year below Harry and Ron. In Gryffindor House.
Weasley, Molly|Molly|Weasley	Ron Weasley's mother. Her maiden name was Prewett.<BR>
Weasley, Percy|Percy|Weasley	Ron's older brother , four years older than him. Thinks he is terribly grown-up and important. A prefect at Hogwarts then goes to work at the Ministry of Magic. In Gryffindor House.
Weasley, Ron|Ron|Weasley	Harry's best friend at Hogwarts. Ron has flaming red hair and freckles, like all his brothers. Has a pet rat called Scabbers. In Gryffindor House.
Weasleys' Wizard Wheezes|Weasley	Fred and George Weasley’s joke shop in Diagon Alley.<BR>
Weird Sisters, the|Weird Sisters	Popular music group. The line-up includes guitars, drums, lute, cello and bagpipes.
Werewolf	Half-man, half-wolf creature. A werewolf will kill given the chance. If not fatal,the werewolf's bite will turn the victim into a werewolf too.
Which Broomstick?	Broomstick consumer magazine. Test-rides all makes of broom and reviews them.
Whomping Willow	Large tree in the grounds of Hogwarts that hits anything that comes too close.
Wingardium Leviosa	Spell to make things fly.<BR>
Winky	A house-elf who lives at Hogwarts, formerly in the employ of the Crouch family.
Witherwings	Buckbeak’s code name after he returns to Hargrid’s care again.
Wizengamot	The Wizard high court<BR>
Wolfsbane	Plant used in potions. Also known as monkshood or aconite.<BR>
Wood, Oliver|Oliver|Wood	Captain and Keeper of the Gryffindor Quidditch team until leaving school at the end of Harry's third year.
Wormtail	Nickname of Peter Pettigrew.<BR>
You-Know-Who	The evil Lord Voldemort, a Dark wizard who killed Harry's parents. Also referred to as He-Who-Must-Not-Be-Named.
Zonko's	Wizard joke shop in Hogsmeade.<BR>
keeper	Quidditch player who guards the goalposts.<BR>
8EAF66FD.bmp	File: 8EAF66FD.bmp
C2EEF3F6.html	File: C2EEF3F6.html
