##name	Diabetes Dictionary
##sourceLang	Spanish
##targetLang	Spanish
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##author	U.S. Department of Health and Human Services
##description	Diccionario de t�rminos y informaci�n b�sica sobre diabetes, sus efectos y su cuidado.
##browsingEnabled	
##bgl_creationTime	2000/08/04, 13:26
##bgl_middleUpdated	2000/08/07, 07:29
00A78CDE.png	File: 00A78CDE.png
Diabetes sacarina (Diabetes Mellitus)|Diabetes sacarina	Ocurre esta enfermedad cuando el organismo no utiliza el azúcar de la manera que debería hacerlo. Para tener la energía para poder llevar a cabo las actividades diarias, el cuerpo humano requiere azúcar, y lo obtiene al convertir los alimentos en glucosa (una forma de azúcar). Se presenta diabetes cuando el organismo trata de utilizar el azúcar en la sangre para obtener energía, pero no puede lograrlo porque el páncreas no produce suficiente cantidad de la hormona insulina, o porque le es imposible aprovechar la insulina con que cuenta. Usualmente producen insulina las células beta en lugares del páncreas denominados islotes de Langerhans. La diabetes sacarina también recibe el nombre de diabetes mellitus. <BR>Hay dos clases principales de diabetes sacarina: la diabetes <I>insulinodependiente (tipo I)</I> y la diabetes <I>no insulinodependiente (tipo II)</I>. En la diabetes <I>insulinodependiente</I> el páncreas produce poca o ninguna insulina. Esta clase de diabetes casi siempre se presenta repentinamente, y quien tiene esta clase de diabetes necesita hacer tres cosas todos los días para regular el nivel de glucosa en la sangre: inyectarse insulina, seguir una dieta alimenticia establecida y hacer ejercicio. <BR>En la diabetes <I>no insulinodependiente</I> el páncreas produce algo de insulina. A veces algunas personas que tienen este tipo de diabetes pueden controlar la enfermedad siguiendo una dieta alimenticia establecida y haciendo ejercicio con regularidad. Otras personas quizás necesiten tomar insulina u otros medicamentos además de la dieta alimenticia establecida y el ejercicio diario. <BR>Alrededor del 90 por ciento de los diabéticos tienen diabetes del tipo <I>no insulinodependiente</I>. Muchos también pesan más de lo que deberían. Se observan ambos tipos de diabetes en todos los grupos de edad, aunque la diabetes <I>no insulinodependiente</I> por lo general se presenta después de los 40 años de edad, y la diabetes <I>insulinodependiente</I>, antes de los 30 años. <BR>Entre los signos de diabetes mencionaremos el tener que orinar con frecuecia, la pérdida de peso, el sentir sed intensa, y el tener hambre todo el tiempo. Los que tienen diabetes sin tratar sienten sed y han de orinar a menudo porque la glucosa se acumula hasta un nivel alto en la corriente sanguínea y los riñones han de trabajar duro para eliminar la carga adicional. Los que tienen diabetes sin tratar con frecuencia sienten hambre y están cansados porque el organismo no puede utilizar el alimento en la forma adecuada. <BR>En la diabetes <I>insulinodependiente</I>, si por largo tiempo el nivel de insulina es demasiado bajo, el organismo comienza a utilizar las reservas de grasas. Debido a esto, el organismo libera ácidos (cetonas) en la sangre. Como resultado se presenta cetoacidosis, estado grave que de no tratarse de inmediato puede resultar en coma. <BR>Se desconocen las causas de la diabetes. Opinan los investigadores que la diabetes <I>insulinodependiente</I> podría ser en realidad más de una enfermedad y sus causas podrían ser múltiples. Están estudiando el factor de la herencia (si los padres u otros familiares tienen diabetes) así como otros factores tanto internos como externos, con inclusión de los virus. <BR>Parece que la diabetes <I>no insulinodependiente</I> está estrechamente asociada con la obesidad y con la resistencia corporal a la acción de la insulina.
Diabetes sacarina de la gestación (Gestational Diabetes Mellitus)|Diabetes sacarina de la gestación|Gestational Diabetes Mellitus	Clase de diabetes sacarina que puede presentarse en la mujer embarazada. En la segunda mitad de la gestación el nivel de glucosa (azúcar) en la sangre puede ser más elevado de lo normal. No obstante, al terminar el embarazo se normalizan los niveles de glucosa en alrededor del 95 por ciento de todos los casos.
Diabetes sacarina insulinodependiente (IDDM) (Insulin-Dependent Diabetes Mellitus [IDDM])|Diabetes sacarina insulinodependiente|Diabetes sacarina insulinodependiente (IDDM)|IDDM|Insulin Dependent Diabetes Mellitus	Estado crónico en el cual el páncreas produce poca o ninguna insulina. Se le imposibilita entonces al organismo el utilizar la glucosa (azúcar sanguíneo) para obtener energía. Por lo regular, es repentino el comienzo de la diabetes sacarina insulinodependiente. Son signos de esta enfermedad la sed intensa, el hambre, la necesidad de orinar a menudo y la pérdida de peso. Para tratar su enfermedad, la persona tiene que inyectarse insulina, seguir un plan de dieta establecido y hacer ejercicio todos los días. La diabetes sacarina insulinodependiente se presenta por lo regular en los niños y en los adultos menores de 30 años. En el pasado se denominaba esta diabetes &quotdiabetes juvenil", &quotdiabetes de comienzo juvenil" y &quotdiabetes propensa a la cetosis". Otro nombre es diabetes sacarina tipo I.
Diabetes sacarina no insulinodependiente (NIDDM) (Noninsulin-Dependent Diabetes Mellitus [NIDDM])|Diabetes sacarina no insulinodependiente|Diabetes sacarina no insulinodependiente (NIDDM)|NIDDM|Noninsulin Dependent Diabetes Mellitus	Es la forma más corriente de diabetes sacarina. Alrededor del 90 por ciento de los diabéticos tienen esta clase de la enfermedad. Al contrario de la diabetes insulinodependiente, en la que el páncreas no produce insulina, en la diabetes no insulinodependiente generalmente el páncreas produce algo de insulina, aun cuando podría no resultar suficiente. Sin embargo, porque se produce algo de insulina, estos enfermos con frecuencia pueden controlar la diabetes no insulinodependiente mediante dieta alimenticia adecuada y ejercicio regular. Si no, quizás necesiten combinar la insulina o una píldora con la dieta y el ejercicio. Además, algunos enfermos pueden contar con gran cantidad de insulina, pero son resistentes a su acción. Por lo general, la diabetes no insulinodependiente se presenta en los mayores de 40 años. La mayoría de las personas con este tipo de diabetes tienen sobrepeso corporal. En el pasado era conocida como &quotdiabetes del adulto", &quotdiabetes de la edad madura", &quotdiabetes resistente a la cetosis" y &quotdiabetes estable". Se le denomina también diabetes sacarina tipo II.
Diabetes sacarina tipo I (Type I Diabetes Mellitus)|Diabetes sacarina tipo I|Type I Diabetes Mellitus	<I>Véase:</I> Diabetes sacarina insulinodependiente.
Diabetes sacarina tipo II (Type II Diabetes Mellitus)|Diabetes sacarina tipo II|Type II Diabetes Mellitus	<I>Véase:</I> Diabetes sacarina no insulinodependiente.<BR>
Diabetes secundaria (Secondary Diabetes)|Diabetes secundaria|Secondary Diabetes	Se habla de diabetes secundaria cuando es consecuencia de alguna otra enfermedad o de un tratamiento con ciertos medicamentos o productos químicos.
Diabetes subclínica (Subclinical Diabetes)|Diabetes subclínica|Subclinical Diabetes	Término desusado. <I>Véase:</I> Trastorno de la tolerancia a la glucosa.
Diabetógeno (Diabetogenic)|Diabetogenic|Diabetógeno	Que causa diabetes. Ciertos medicamentos y virus podrían ser diabetógenos.
Diabetólogo (Diabetologist)|Diabetologist|Diabetólogo	Médico que atiende y trata a personas con diabetes sacarina.
Diagnóstico(Diagnosis)|Diagnosis|Diagnóstico	Término empleado cuando el médico halla que la persona tiene cierto problema clínico o enfermedad.
Dietista (Dietitian)|Dietista|Dietitian	Experto en nutrición que ayuda en los planes de alimentación adecuados para determinadas necesidades nutritivas; indica la clase y la cantidad de alimentos. Quien lleva a cabo esta labor posee calificaciones especiales y tiene el título de Dietista Registrado (en inglés, R.D.).
Dispositivos para tomar muestras de sangre (Blood-Sampling Devices)|Blood Sampling Devices|Dispositivos para tomar muestras de sangre	Instrumentos pequeños utilizados para pinchar con una aguja fina la piel con el fin de obtener una muestra de sangre para la prueba de glucosa (azúcar).<I>Véase también:</I> Vigilancia de la glucosa sanguínea.<BR><img src="DF0FCADA.png" align="center" width="150" height="140"><BR>
Diurético (Diuretic)|Diuretic|Diurético	Medicamento que aumenta el flujo de orina para eliminar del organismo la sobrecarga de líquido.
Diálisis (Dialysis)|Dialysis|Diálisis	Método para eliminar productos de desecho, como la urea, de la sangre cuando los riñones ya no pueden llevarlo a cabo. Hay dos clases de diálisis: la <I>hemodiálisis</I> y la <I>diálisis peritoneal</I>. En la <I>hemodiálisis</I> se conecta la persona a una máquina (a veces llamada &quotriñón artificial") que depura la sangre del enfermo haciéndola correr lentamente por un sistema de tubos y una serie de filtros. <BR>En la <I>diálisis peritoneal</I>, por medio de un tubo se hace correr una solución especial hasta el peritoneo, membrana delgada que tapiza la cavidad abdominal. Los productos de desecho se recogen y eliminan. Esto se lleva a cabo en el hospital. La técnica de <I>diálisis peritoneal ambulatoria continua</I> (denominada comúnmente en inglés con las siglas CAPD) permite que esto se lleve a cabo en el hogar. Se pueden emplear ambas técnicas para tratar a diabéticos que presentan enfermedad renal.<BR><img src="84CE227F.png" align="center" width="500" height="330"> <BR><BR><img src="BFE7996B.png" align="center" width="500" height="375"> <BR>
Diálisis peritoneal (Peritoneal Dialysis)|Diálisis peritoneal|Peritoneal Dialysis	Manera de limpiar la sangre en quienes padecen de enfermedad renal.<I>Véase también, arriba:</I> Diálisis. <BR>
Dosis combinada (Mixed Dose)|Dosis combinada|Mixed Dose	La combinación de dos clases de insulina en una inyección. Por lo regular, la dosis combinada es una mezcla de insulina simple, que es de efecto rápido, con otra insulina de acción más prolongada, como la insulina isofánica (NPH). Para proporcionar protección de corto y largo plazo podrá recetarse un régimen de insulina de dosis combinada.<I>Véase:</I> <a href="9D6F9028.html">Cuadro de insulinas</A> .<BR>
Dosis dividida (Split Dose)|Dosis dividida|Split Dose	División de la dosis diaria de insulina recetada en dos o más inyecciones administradas a lo largo del día. A esto puede referirse también como inyecciones múltiples. Opinan muchos diabéticos que emplean insulina que la dosis dividida proporciona un control más uniforme sobre los niveles de glucosa (azúcar) en la sangre.<BR>
Edema (Edema)|Edema	Tumefacción o hinchazón de alguna parte corporal, como los tobillos. El agua y otros líquidos se acumulan en las células y causan la tumefacción o hinchazón.
Edema macular (Macular Edema)|Edema macular|Macular Edema	Tumefacción (edema) en la mácula, punto cerca del centro de la retina, al que se debe la visión de lectura o de cerca. El edema macular es una complicación usual asociada con la retinopatía diabética. <I>Véase también:</I> Retinopatía diabética; Retina.
Educador de Diabetes Certificado (C.D.E.) (Certified Diabetes Educator)|Certified Diabetes Educator|Educador de Diabetes Certificado|Educador de Diabetes Certificado (C.D.E.)	Profesional de cuidados de la salud certificado por la Asociación Estadounidense de Educadores de Diabetes para instruir a los diabéticos sobre el cuidado de su estado (en inglés, C.D.E.).
Efecto adverso (Adverse Effect)|Adverse Effect|Efecto adverso	Un resultado perjudicial.
Efecto de Somogyi (Somogyi Effect)|Efecto de Somogyi|Somogyi Effect	Es la subida a un nivel alto de glucosa (azúcar) en la sangre desde un nivel sumamente bajo, que usualmente ocurre después de una reacción nocturna de insulina sin tratar. Se presenta subida por la liberación de hormonas de estrés para contrarrestar los niveles bajos de glucosa. Los diabéticos que por la mañana tienen niveles altos de glucosa podría ser que necesiten verificar sus niveles de glucosa sanguínea a la medianoche. Si descendieran o fuesen bajos dichos niveles, podrían recomendarse alteraciones en los bocadillos que se toman de noche o en las dosis de insulina. Este efecto lleva el nombre del Dr. Michael Somogyi, el primer investigador que lo describió; también se le llama efecto rebote.
Endocrinólogo (Endocrinologist)|Endocrinologist|Endocrinólogo	Médico que atiende pacientes con problemas de las glándulas endocrinas. El páncreas es una glándula endocrina.
Endocrinólogo pediatra (Pediatric Endocrinologist)|Endocrinólogo pediatra|Pediatric Endocrinologist	Médico que atiende y trata niños con problemas de las glándulas endocrinas. El páncreas es una glándula endocrina.
Endógeno (Endogenous)|Endogenous|Endógeno	De origen o desarrollo dentro del organismo. La insulina que el propio páncreas produce es una insulina endógena. La insulina proveniente de páncreas bovino o porcino o derivada de bacterias es exógena porque tiene su origen fuera del organismo y ha de inyectarse.
Enfermedad controlada (Controlled Disease)|Controlled Disease|Enfermedad controlada	El cuidarse uno mismo de modo que la enfermedad cause menos efecto sobre el organismo. La persona con diabetes puede &quotcontrolar" la enfermedad al cumplir con su dieta, hacer ejercicio y tomar el medicamento según sea necesario. Estos cuidados contribuirán a evitar que el nivel de glucosa (azúcar) en la sangre sea demasiado alto o demasiado bajo.
Enfermedad coronaria (Coronary Disease)|Coronary Disease|Enfermedad coronaria	Lesión al corazón. No circula suficiente sangre a través de los vasos porque están ocluidos por grasa o se han vuelto duros y gruesos; esto daña los músculos del corazón. Los diabéticos corren mayor riesgo de contraer enfermedad coronaria.
Enfermedad de los riñones (Kidney Disease)|Enfermedad de los riñones|Kidney Disease	Cualquiera de varios estados crónicos causados por lesión a las células del riñón. Cuando la diabetes es de larga duración, podrían estar lesionados los riñones. Nefropatía es otro nombre que se da a la enfermedad de los riñones.
Enfermedad macrovascular (Macrovascular Disease)|Enfermedad macrovascular|Macrovascular Disease	Enfermedad de los grandes vasos sanguíneos que se presenta cuando se sufre de diabetes por largo tiempo. Se acumulan grasa y coágulos de sangre en los grandes vasos y se adhieren a sus paredes.
Enfermedad microvascular (Microvascular Disease)|Enfermedad microvascular|Microvascular Disease	Enfermedad de los vasos sanguíneos más pequeños que podría presentarse cuando se sufre de diabetes por largo tiempo. Las paredes de los vasos se vuelven anormalmente gruesas pero débiles, y por consiguiente sangran, dejan escapar proteína y lentifican el flujo sanguíneo por todo el organismo. Después, algunas células, las del centro del ojo por ejemplo, tal vez no reciban sangre suficiente y podrían lesionarse.
Enfermedad periodóntica (Periodontal Disease)|Enfermedad periodóntica|Periodontal Disease	Daño a las encías. Los diabéticos son más propensos a esta enfermedad que otras personas que no padecen de diabetes. Recibe también los nombres de piorrea alveolar y parodontosis.
Enfermedad vascular periférica (PVD) (Peripheral Vascular Disease [PVD])|Enfermedad vascular periférica|Enfermedad vascular periférica (PVD)|PVD|Peripheral Vascular Disease	Enfermedad en los vasos sanguíneos de los brazos, las piernas y los pies. Cuando la diabetes es de larga duración podría presentarse esta enfermedad porque los diabéticos no reciben sangre suficiente en los brazos, las piernas y los pies. Los síntomas son dolores y molestias en los brazos, las piernas y los pies (al caminar en particular) y llagas en los pies de lenta curación. Si bien los diabéticos no siempre pueden evitar la enfermedad vascular periférica, según los médicos podrían reducir el riesgo de contraerla cuidando con esmero de los pies, no fumando y manteniendo bajo control tanto su presión arterial como su diabetes.
Enzimas (Enzymes)|Enzimas|Enzymes	Una clase especial de proteínas. Contribuyen a que los procesos químicos corporales sean más eficaces y más rápidos. Cada una de las enzimas casi siempre tiene su propia tarea química que cumplir, por ejemplo, ayudar a la transformación del almidón en glucosa (azúcar).
Epidemiología (Epidemiology)|Epidemiology|Epidemiología	Estudio de las epidemias, esto es, la determinación del número de personas afectadas con respecto a una enfermedad dada, del lugar donde residen, de cuántos nuevos casos se presentan, y de cómo controlarla.
Etiología (Etiology)|Etiology|Etiología	Estudio de las causas de las enfermedades; también, la causa o causas de una enfermedad dada.
Euglucemia (Euglycemia)|Euglucemia|Euglycemia	Nivel normal de glucosa (azúcar) en la sangre.
Exógeno (Exogenous)|Exogenous|Exógeno	De origen o desarrollo fuera del organismo. Por ejemplo, la insulina del páncreas bovino o porcino es para los diabéticos una insulina exógena.<BR>
Factor de riesgo (Risk Factor)|Factor de riesgo|Risk Factor	Todo lo que aumenta la posibilidad de que se contraiga una enfermedad. En cuanto a la diabetes insulinodependiente, las personas corren un riesgo mayor de tenerla si su peso corporal excede en mucho (20 por ciento o más) al normal que les corresponde.
Farmacéutico (Pharmacist)|Farmacéutico|Pharmacist	Persona profesionalmente capacitada para preparar y distribuir medicamentos e informar sobre éstos.
Fenómeno del alba (Dawn Phenomenon)|Dawn Phenomenon|Fenómeno del alba	Súbita elevación de los niveles de glucosa (azúcar) en la sangre en la madrugada. Se observa este estado a veces en diabéticos insulinodependientes y (rara vez) en los diabéticos no insulinodependientes. Al contrario del efecto de Somogyi, no es el resultado de una reacción a la insulina. Los diabéticos que tienen niveles de glucosa sanguínea elevados en las mañanas antes de tomar alimentos podrían necesitar vigilar su glucosa sanguínea durante la noche. Si los niveles van en aumento, quizás se les recomienden ajustes en los bocadillos que se toman en la tarde o bien en la dosis de insulina. <I>Véase también:</I> Efecto de Somogyi.
Fijación de la insulina (Insulin Binding)|Fijación de la insulina|Insulin Binding	Cuando la insulina se fija a algo diferente. Esto puede suceder de dos maneras. Primera manera: al necesitar energía una célula, la insulina puede fijarse a la parte exterior de la célula. Esta transfiere entonces glucosa (azúcar) a su interior y la utiliza como energía. Con la ayuda de la insulina, la célula puede cumplir con su cometido muy bien y con gran rapidez. Sin embargo, a veces el organismo funciona en detrimento propio: en la segunda manera, la insulina se fija a las proteínas que están supuestas a proteger de sustancias foráneas al organismo (anticuerpos). El cuerpo humano considera la insulina bovina, porcina o bacteriana como sustancia &quotextraña", y entonces la insulina se fija a estas proteínas. Al fijarse la insulina a los anticuerpos (segunda manera), su efecto no es tan eficaz como cuando se fija directamente a la célula.
Fondo de ojo (Fundus of the Eye)|Fondo de ojo|Fundus of the Eye	Parte posterior o profunda del ojo; incluye la retina.
Fotocoagulación (Photocoagulation)|Fotocoagulación|Photocoagulation	Procedimiento en el que se emplea un haz fuerte de luz especial (láser) para sellar vasos sanguíneos, como los del ojo, que sangran. Asimismo sirve para cauterizar los que no deberían haberse desarrollado en el ojo. Es éste el tratamiento principal en la retinopatía diabética.
Frecuencia (Incidence)|Frecuencia|Incidence	Cuán a menudo ocurre la enfermedad; el número de nuevos casos de una enfermedad entre cierto grupo de personas durante determinado periodo.
Fructosa (Fructose)|Fructosa|Fructose	Clase de azúcar existente en muchas frutas y verduras así como en la miel. Se emplea la fructosa para endulzar algunos alimentos dietéticos.
Funduscopia (Funduscopy)|Funduscopia|Funduscopy	Observación del fondo de ojo para determinar si están lesionados los vasos que conducen sangre a la retina. El instrumento del que se vale el médico para examinar el ojo se llama oftalmoscopio.
Galactosa (Galactose)|Galactosa|Galactose	Clase de azúcar presente en los productos lácteos y en la remolacha de azúcar; también la produce el cuerpo humano.
Gangrena (Gangrena)|Gangrena	Muerte de tejidos corporales. Es causada con mayor frecuencia por pérdida de flujo sanguíneo, especialmente en las piernas y los pies.
Gastroparesia (Gastroparesis)|Gastroparesia|Gastroparesis	Forma de lesión a los nervios que afecta el estómago. No se digieren debidamente los alimentos y éstos no siguen un curso normal en el estómago, dando por resultado vómitos, náuseas o sensación de plenitud, lo cual interfiere con los cuidados de la diabetes. <I>Véase también:</I> Neuropatía.
Gen (Gene)|Gen|Gene	Unidad básica de la herencia. Los genes están formados de ADN, sustancia química que indica a las células lo que tienen que hacer y cuándo tienen que hacerlo. La información en los genes se transmite de los progenitores a los hijos; por ejemplo, un gen podría indicar a algunas células que produzcan el cabello de color rojo y los ojos de color pardo.
Genético (Genetic)|Genetic|Genético	Relacionado con los genes. <I>Véase también:</I> Gen; Herencia.
Gingivitis (Gingivitis)|Gingivitis	Inflamación de las encías que de no ser tratada pudiera conducir a enfermedad periodóntica, grave afección de las encías. Son signos de gingivitis las encías inflamadas y sangrantes. <I>Véase también:</I> Enfermedad periodóntica.
Glaucoma (Glaucoma)|Glaucoma	Enfermedad ocular asociada con aumento de la presión dentro del ojo. El glaucoma puede lesionar el nervio óptico y causar menoscabo de la visión y ceguera.
Glucagón (Glucagon)|Glucagon|Glucagón	Hormona que eleva el nivel de glucosa (azúcar) en la sangre. Cuando el organismo requiere más azúcar en la sangre, las células alfa del páncreas (en lugares denominados islotes de Langerhans) elaboran glucagón. <BR>A veces se usa glucagón inyectable en los casos de choque insulínico. La inyección de glucagón ayuda a elevar el nivel de glucosa en la sangre. Las células reaccionan usando la insulina adicional para producir energía de la cantidad mayor de glucosa en la sangre. En EE.UU. el glucagón disponible en el comercio lo fabrica Eli Lilly and Company.
Glucosa (Glucose)|Glucosa|Glucose	Un azúcar simple presente en la sangre. Es la fuente principal de energía corporal. También se denomina dextrosa. <I>Vease también, a continuación:</I> Glucosa sanguínea.
Glucosa sanguínea (Blood Glucose)|Blood Glucose|Glucosa sanguínea	Es el principal azúcar que el organismo elabora de los tres elementos alimenticios: proteínas, grasas y carbohidratos, pero mayormente de estos últimos. La glucosa es la fuente principal de energía para las células vivas y llega a cada una de ellas por la corriente sanguínea. No obstante, sin la ayuda de la insulina, las células no pueden utilizar la glucosa.
Glucosa sanguínea posprandial (Postprandial Blood Glucose)|Glucosa sanguínea posprandial|Postprandial Blood Glucose	La sangre que se obtiene al cabo de 1 a 2 horas de haber comido con el fin de determinar la cantidad de glucosa (azúcar) en la sangre.
Glucosuria (Glycosuria)|Glucosuria|Glycosuria	Presencia de glucosa (azúcar) en la orina.
Glucógeno (Glycogen)|Glucógeno|Glycogen	Sustancia compuesta de azúcares que se almacena en el hígado y los músculos y que libera glucosa (azúcar) en la sangre cuando las células la necesitan. Es el glucógeno la fuente corporal principal de reservas de energía.
Glándula (Gland)|Gland|Glándula	Grupo de células especiales productoras de sustancias necesarias para el funcionamiento de otras partes corporales. Por ejemplo, el páncreas es una glándula que libera insulina de modo que las células puedan utilizar glucosa (azúcar) para energía. <I>Véase también:</I> Glándulas endocrinas.
Glándula pituitaria (Pituitary Gland)|Glándula pituitaria|Pituitary Gland	lándula endocrina en la pequeña cavidad ósea en la base del cerebro. Conocida a menudo como &quotla glándula maestra", la pituitaria sirve al organismo de muchas maneras: en el crecimiento, en el uso de los alimentos y en la reproducción. Se llama también hipófisis.<BR><img src="B25AEA4A.png" align="center" width="200" height="178">
Glándulas endocrinas (Endocrine Glands)|Endocrine Glands|Glándulas endocrinas	Glándulas que liberan hormonas en la corriente sanguínea. Afectan la manera cómo el organismo hace uso de los alimentos (metabolismo). También influyen en otras funciones corporales. Una de las glándulas endocrinas es el páncreas, que libera insulina de modo que el cuerpo pueda utilizar azúcar para energía.
Glándulas suprarrenales (Adrenal Glands)|Adrenal Glands|Glándulas suprarrenales	Dos órganos asentados en el polo superior de los riñones que elaboran hormonas como la adrenalina (epinefrina) que junto con otras hormonas, inclusive la insulina, regulan la utilización de la glucosa (azúcar) por el organismo.
Gramo (Gram)|Gram|Gramo	Unidad de peso del sistema métrico. La onza tiene 28 gramos. En algunos planes de dietas para diabéticos, las cantidades sugeridas de alimentos se indican en gramos.
Grasas (Fats)|Fats|Grasas	Una de las tres clases principales de alimentos y fuente de energía corporal. Las grasas facilitan al organismo el uso de algunas vitaminas y mantienen sana la piel. Asimismo son la manera principal en que el cuerpo humano almacena energía. Los alimentos contienen dos clases de grasas: las <I>saturadas</I> y las <I>no saturadas</I>. <BR>Las <I>grasas saturadas</I> son sólidas a temperatura ambiente y provienen principalmente de productos alimenticios animales. Como ejemplos tenemos la mantequilla, manteca, grasa de las carnes, grasa sólida para pastelería, aceite de palma y aceite de coco. Tienen la tendencia de elevar el nivel de colesterol, sustancia en la sangre similar a la grasa. <BR>Las <I>grasas no saturadas</I>, que comprenden las grasas monoinsaturadas y las grasas poliinsaturadas, son líquidas a la temperatura ambiente y provienen de aceites de plantas, como el olivo, maní, maíz, algodón, girasol, alazor y soja. Estas grasas tienen la tendencia de reducir el nivel de colesterol en la sangre. <I>Véase también:</I> Carbohidratos; Proteínas.
Grasas no saturadas (Unsaturated Fats)|Grasas no saturadas|Unsaturated Fats	Una clase de grasas. <I>Véase también, arriba:</I> Grasas.
Grasas poliinsaturadas (Polyunsaturated Fats)|Grasas poliinsaturadas|Polyunsaturated Fats	Clase de grasas provenientes de vegetales. <I>Véase también, arriba:</I> Grasas.
Grasas saturadas (Saturated Fats)|Grasas saturadas|Saturated Fats	Clase de grasas provenientes de animales. <I>Véase también, arriba:</I> Grasas.<BR>
Hemodiálisis (Hemodialysis)|Hemodialysis|Hemodiálisis	Técnica de depuración sanguínea utilizada en la enfermedad de los riñones. <I>Véase también:</I> Diálisis.<BR><img src="BB026A58.png" align="center" width="200" height="231">
Hemoglobina A1C (HbA1C) (Hemoglobin A1C [HbA1C])|Hemoglobin|Hemoglobin A1C|Hemoglobina|Hemoglobina A1C|Hemoglobina A1C (HbA1C)	Sustancia de las células rojas de la sangre que proporciona oxígeno a las células y a veces se une con la glucosa (azúcar). Debido a que mientras viva la célula (unos 4 meses) la glucosa se mantendrá adherida a ella, la prueba de hemoglobina A1C indica la concentración promedio de glucosa en la sangre durante este periodo.
Herencia (Heredity)|Heredity|Herencia	La transmisión de características, el color de los ojos, por ejemplo, de progenitores a hijos (como el niño que nace con ojos azules porque uno de sus progenitores, o ambos, los tienen). Se heredan estas características mediante los genes.
Hidratos de carbono (Carbohydrates)|Carbohydrates|Hidratos de carbono	Sustancias orgánicas que contienen carbono, hidrógeno y oxígeno. Representan una de las tres categorías principales de alimentos indispensables. <I>Véase también:</I> Carbohidratos.
Hiperglucemia (Hyperglycemia)|Hiperglucemia|Hyperglycemia	Nivel demasiado elevado de glucosa (azúcar) en la sangre; signo de que la diabetes está fuera de control. Muchos factores pueden causar la hiperglucemia. Se instala cuando el organismo no cuenta con suficiente insulina o no puede utilizar la insulina con que cuenta para convertir la glucosa en energía. Son signos de hiperglucemia la sed intensa, la sequedad de boca, y la necesidad de orinar frecuentemente. En las personas con diabetes insulinodependiente puede resultar en cetoacidosis diabética.<BR><a href="9D6F9028.html">Insulinas disponibles en EE.UU.: 1991</A>
Hiperinsulinismo (Hyperinsulinism)|Hiperinsulinismo|Hyperinsulinism	Nivel demasiado elevado de insulina en la sangre. Esto resulta cuando el organismo produce de su cuenta demasiada insulina o bien cuando el diabético toma demasiada insulina. Si ocurre lo anterior, pudiera ocasionar el descenso a niveles demasiado bajos de glucosa (azúcar) en la sangre y personas con este problema pudieran sentirse temblorosas, nerviosas, confusas o sudorosas así como tener dolor de cabeza, o sentir hambre. <I>Véase también:</I> Hipoglucemia.
Hiperlipemia (Hyperlipemia)|Hiperlipemia|Hyperlipemia	<I>Véase a continuación:</I> Hiperlipidemia.
Hiperlipidemia (Hyperlipidemia)|Hiperlipidemia|Hyperlipidemia	Nivel de grasas (lípidos) demasiado elevado en la sangre.
Hipertensión (Hypertension)|Hipertensión|Hypertension	Presión sanguínea por encima de lo normal. <I>Véase también:</I> Presión arterial alta.
Hipertrofia inducida por la insulina (Insulin-Induced Hypertrophy)|Hipertrofia inducida por la insulina|Insulin Induced Hypertrophy	Bultitos debajo de la piel que se forman cuando se van repitiendo las inyecciones en el mismo sitio. <I>Véase también:</I> Lipodistrofia; Rotación del sitio de inyección.
Hipoglucemia (Hypoglycemia)|Hipoglucemia|Hypoglycemia	Nivel demasiado bajo de glucosa (azúcar) en la sangre. Ocurre esto cuando el diabético se ha inyectado demasiada insulina, no ha comido lo suficiente, o ha hecho ejercicio sin alimento adicional. Personas con hipoglucemia podrían sentirse nerviosas, temblorosas, débiles o sudorosas y tener dolor de cabeza, visión borrosa y hambre. Por lo general, ayudará a que esas se sientan mejor en cuestión de 10-15 minutos el tomar pequeñas cantidades de azúcar o de jugos o alimentos azucarados. <I>Véase también:</I> Choque insulínico.
Hipotensión (Hypotension)|Hipotensión|Hypotension	Presión sanguínea baja o brusco descenso de la presión sanguínea. Cuando se pasa rápidamente de la posición sentada o la reclinada a una de pie puede producirse una caída repentina de la presión arterial, causando vahído o desmayo.
Homeostasia (Homeostasis)|Homeostasia|Homeostasis	Cuando funciona el organismo tal como debería por estar equilibrados todos sus sistemas.
Hormona (Hormone)|Hormona|Hormone	Sustancia química liberada por células especiales que determina el funcionamiento de otras células. Por ejemplo, la insulina es una hormona que las células beta producen en el páncreas y que, al liberarse, ordena a otras células a utilizar glucosa (azúcar) como energía.
Humor vítreo (Vitreous Humor)|Humor vítreo|Vitreous Humor	Sustancia gelatinosa transparente que llena el centro del ojo.
Identificación médica de urgencia (Emergency Medical Identification)|Emergency Medical Identification|Identificación médica de urgencia	Son las tarjetas, brazaletes o collares con mensaje escrito que usan los diabéticos y otros enfermos para alertar los demás en caso de urgencia médica, por ejemplo, el coma. (Véase la <I>Tarjeta de identificación médica</I> en la última página.)<BR><img src="776D97FE.png" align="center" width="200" height="236">
