##name	Diabetes Glossary
##sourceLang	English
##targetLang	English
##bgl_sourceCharset	cp1252
##bgl_targetCharset	cp1252
##bgl_defaultEncoding	cp1252
##bgl_sourceEncoding	cp1252
##bgl_targetEncoding	cp1252
##sourceCharset	UTF-8
##targetCharset	UTF-8
##utf8Encoding	
##spellingAlternatives	
##caseSensitive	
##author	Deb Butterfield
##email	dbutterfield@insulinfree.org
##description	Life with diabetes is complicated enough! The Insulin-Free World Foundation's glossary gives you straight forward definitions to help!
##browsingEnabled	
##bgl_creationTime	2000/08/08, 12:33
##bgl_middleUpdated	2000/08/08, 14:54
8EAF66FD.bmp	File: 8EAF66FD.bmp
Pancreas	The pancreas is an organ behind the lower part of the stomach that is about the size of a trout. It has two major responsibilities. The endocrine pancreas makes insulin so that the body can use glucose (sugar) for energy. The exocrine pancreas makes enzymes that help the body digest food. Throughout the pancreas are clusters of cells called the Islets of Langerhans. The cells in the islets as they are called each have a special purpose. Alpha cells make glucagon that raises the level of glucose in the blood. Beta cells make insulin. Delta cells make somatostatin. There are also the PP cells and the D1 cells about which little is known.
Pancreas Transplant	A surgical procedure that involves implanting a healthy pancreas that can make insulin in a diabetic individual. The healthy pancreas comes from a donor who has just died or from a living donor. A person can donate half a pancreas and still live normally. At present, pancreas transplants are usually performed in persons with insulin-dependent diabetes who needs a kidney transplant, therefore will need immunosupressive drugs, or in people that prefer the side effects of such drugs to the potential secondary complications of diabetes and the problems of insulin management (brittle diabetes or hypoglycemic unawareness).
Pancreatectomy	A procedure in which a surgeon takes out the pancreas.
Pancreatitis	Inflammation (pain, tenderness) of the pancreas; it can make the pancreas stop working. It is caused by drinking too much alcohol, by disease in the gallbladder, or by a virus and sometimes the cause is unknown..
Peripheral Neuropathy	Nerve damage, usually affecting the feet and legs; causing pain, numbness, or a tingling feeling. Also called &quotsomatic neuropathy" or &quotdistal sensory polyneuropathy." <BR>See also: <A href="bword://Neuropathy">Neuropathy</A>
Peripheral Vascular Disease (PVD)|PVD|Peripheral Vascular Disease	Disease in the large blood vessels of the arms, legs, and feet. People who have had diabetes for a long time may get this because major blood vessels in their arms, legs, and feet are blocked and these limbs do not receive enough blood. The signs of PVD are aching pains in the arms, legs, and feet (especially when walking) and foot sores that heal slowly. Although people with diabetes cannot always avoid PVD, doctors say they have a better chance of avoiding it if they take good care of their feet, do not smoke, and keep both their blood pressure and diabetes under good control. <BR>See also: <A href="bword://Macrovascular disease">Macrovascular disease</A> .
Peritoneal Dialysis	A way to artificially clean the blood of people whose kidneys have failed. <BR>See also: <A href="bword://Dialysis">Dialysis</A> .
Photocoagulation	Using a special strong beam of light (laser) to seal off bleeding blood vessels such as in the eye. The laser can also burn away blood vessels that should not have grown in the eye. This is the main treatment for diabetic retinopathy.
Pluripotent	capable of giving rise to most tissues of an organism.
Polydipsia	A great thirst that lasts for long periods of time; a sign of diabetes.
Polyphagia	Great hunger; a sign of diabetes. People with this great hunger often lose weight.
Polyuria	Having to urinate often; a common sign of diabetes.
PRA	Panel Reactive Antibody. The percentage of cells from a panel of donors with which a potential recipient’s blood serum reacts. The more antibodies in the recipient's blood, the higher the PRA. The higher the PRA, the less chance of getting a good crossmatch. Patients with a high PRA have priority on the waiting list.
Proliferative Retinopathy	A disease of the small blood vessels of the retina of the eye. <BR>See also: <A href="bword://Diabetic retinopathy">Diabetic retinopathy</A> .
Proteinuria	Too much protein in the urine. This may be a sign of kidney damage.
PTA	Pancreas transplant alone. A procedure in which a pancreas is transplanted without a kidney. Usually performed for a person who has diabetes, but does not have kidney disease.
Rejection	The immunological response to incompatibility in a transplanted organ. Symptoms are different for different organs. By instance, pancreas rejection is usually accompanied by a decreased urine amylase (when pancreas is attached to the bladder instead of to the intestine), tenderness in the area, fever and sometimes soreness. Pancreas rejection when caught on time can be reversed with high dose of immunosuppresants. When blood glucose is high rejection has overtook almost 90% of the pancreas and is affecting the insulin producing beta cells; in this case prognosis is not very encouraging. If the pancreas is totally rejected immunosupressants are stopped and insulin therapy is resumed. Usually a rejected organ does not need to be removed.
Renal	A term that means having something to do with the kidneys.
Required Request	Hospitals must tell the families of suitable donors that their loved one's organs and tissues can be used for transplant. This law is expected to increase the number of donated organs and tissues for transplantation.
Retina	The center part of the back lining of the eye that senses light. The small retinal blood vessels that carry oxygen to the eye are often damaged by diabetes. <BR>See <A href="bword://retinopathy">retinopathy</A> .
Retinopathy	A disease of the small blood vessels in the retina of the eye. <BR>See also: <A href="bword://Diabetic retinopathy">Diabetic retinopathy</A> .
Retransplantation	Due to organ rejection or transplant failure, some patients return to the waiting list. Reducing the number of retransplants is a critical concern when examining ways to maximize a limited supply of donor organs.
Segmental Transplantation	A surgical procedure in which a part of a pancreas that contains insulin-producing cells is placed in a person whose pancreas has stopped making insulin.
Sensitization	Potential recipients are "sensitized" if there are antibodies in their blood, usually because of pregnancy, blood transfusions or previous rejection of an organ transplant. Sensitization is measured by PRA. Highly sensitized patients are more likely to reject an organ transplant than unsensitized patients.
Somatic cell	cell of the body other than egg or sperm.
Somatic cell nuclear transfer	the transfer of a cell nucleus from a somatic cell into an egg from which the nucleus has been removed.
SPK	Simultaneous pancreas and kidney transplant. A procedure in which both a kidney and pancreas are transplanted at the same time, from the same donor, to the same recipient.
Status	Indicated degree of medical urgency for patients awaiting transplants.
Stem cells	cells that have the ability to divide without limit and to give rise to specialized cells.
Steroid s	Normally the adrenal gland secretes corticosteroids. When given in an amount above the normal it depresses the immune system in general and helps allows the body to accept a graft. In doing so, opportunistic infections can occur due to the impaired immune system response to fight them. Widely used in transplantation is the steroid Prednisone which causes side effects like: osteoporosis, face swelling, headache, skin cancer. Not everybody develop side effects but the use of Prednisone increase the risk of diseases like cancer and osteoporosis. With new drugs like Cellcept and FK 506 the use of prednisone for long periods of time is decreasing.
Survival Rates	Survival rates indicate the percentage of patients or grafts (transplanted organs) that are still alive/functioning at a certain point posttransplant. Survival rates are often given at one-, three-, and five-year increments. Policy modifications are never made without examining their impact on transplant survival rates. Survival rates improve with technological and scientific advancements. Developing policies that reflect and respond to these advances in transplantation will also improve survival rates.
Systemic	A word used to describe conditions that affect the entire body. Diabetes is a systemic disease because it involves many parts of the body such as the pancreas, eyes, kidneys, heart, and nerves.
Systolic Blood Pressure	See: <A href="bword://Blood pressure">Blood pressure</A> .
Tissue Typing	The examination of human leukocyte antigens (HLA) in a patient. Tissue typing is done for all donors and recipients in kidney transplantation to help match the donor and recipient.
Totipotent	having unlimited capability. Totipotent cells have the capacity to differentiate into extraembryonic membranes and tissues, the embryo, and all postembryonic tissues and organs.
Transplantation	Implanting in one part a tissue or organ taken from another part or from another individual.
U.S. Scientific Registry of Transplant Recipients|U S Scientific Registry of Transplant Recipients|US Scientific Registry of Transplant Recipients	A database of posttransplant information. Follow-up data on every transplant are used to track transplant center performance, transplant success rates and medical issues impacting transplant recipients. UNOS facilitates the collection, tracking and reporting of transplant recipient and donor data.
Urea	One of the chief waste products of the body. When the body breaks down food, it uses what it needs and throws the rest away as waste. The kidneys flush the waste from the body in the form of urea, which is in the urine.
Vascular	Relating to the body's blood vessels (arteries, veins, and capillaries).
Vitrectomy	Removing the gel from the center of the eyeball because it has blood and scar tissue in it that blocks sight. An eye surgeon replaces the clouded gel with a clear fluid. <BR>See also: <A href="bword://Diabetic retinopathy">Diabetic retinopathy</A> .
Waiting List	After evaluation by the transplant physician, a patient is added to the national waiting list by the transplant center. Lists are specific to both geographic area and organ type: heart, lung, kidney, liver, pancreas, intestine, heart-lung, kidney-pancreas.
